# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Age [Gyr]	Age_err
-1.17133e+00	5.00000e-02	2.19618e-01	5.00000e-02	8.24283e+00	5.00000e-01
-1.08852e+00	5.00000e-02	1.71343e-01	5.00000e-02	8.04794e+00	5.00000e-01
-1.01946e+00	5.00000e-02	1.41362e-01	5.00000e-02	7.21462e+00	5.00000e-01
-1.06330e+00	5.00000e-02	1.56371e-01	5.00000e-02	8.64122e+00	5.00000e-01
-1.19159e+00	5.00000e-02	2.76003e-01	5.00000e-02	8.67818e+00	5.00000e-01
-1.01797e+00	5.00000e-02	1.31836e-01	5.00000e-02	8.42294e+00	5.00000e-01
-1.18464e+00	5.00000e-02	2.41382e-01	5.00000e-02	9.39158e+00	5.00000e-01
-9.39898e-01	5.00000e-02	-9.75472e-02	5.00000e-02	5.72470e+00	5.00000e-01
-7.84200e-01	5.00000e-02	-8.05903e-02	5.00000e-02	3.10319e+00	5.00000e-01
-1.27339e+00	5.00000e-02	3.40592e-01	5.00000e-02	9.38026e+00	5.00000e-01
-8.68955e-01	5.00000e-02	9.76153e-02	5.00000e-02	6.05939e+00	5.00000e-01
-1.02965e+00	5.00000e-02	1.69074e-01	5.00000e-02	8.49123e+00	5.00000e-01
-1.05298e+00	5.00000e-02	1.58206e-01	5.00000e-02	8.22704e+00	5.00000e-01
-7.76481e-01	5.00000e-02	-6.39893e-02	5.00000e-02	4.00030e+00	5.00000e-01
-1.74321e+00	5.00000e-02	4.80110e-01	5.00000e-02	9.26272e+00	5.00000e-01
-1.70321e+00	5.00000e-02	3.78667e-01	5.00000e-02	1.04746e+01	5.00000e-01
-2.03686e+00	5.00000e-02	4.69688e-01	5.00000e-02	9.43504e+00	5.00000e-01
-9.04497e-01	5.00000e-02	-1.06460e-02	5.00000e-02	6.08592e+00	5.00000e-01
-1.00329e+00	5.00000e-02	9.46533e-02	5.00000e-02	6.89830e+00	5.00000e-01
-9.07725e-01	5.00000e-02	9.91411e-03	5.00000e-02	5.04347e+00	5.00000e-01
-7.28667e-01	5.00000e-02	-2.25586e-01	5.00000e-02	2.57334e+00	5.00000e-01
-9.25322e-01	5.00000e-02	1.66542e-01	5.00000e-02	6.89224e+00	5.00000e-01
-1.21810e+00	5.00000e-02	2.66868e-01	5.00000e-02	7.70205e+00	5.00000e-01
-9.93034e-01	5.00000e-02	5.59929e-02	5.00000e-02	7.44667e+00	5.00000e-01
-1.65276e+00	5.00000e-02	3.39337e-01	5.00000e-02	9.41077e+00	5.00000e-01
-1.08971e+00	5.00000e-02	1.90173e-01	5.00000e-02	7.02003e+00	5.00000e-01
-1.61218e+00	5.00000e-02	3.41948e-01	5.00000e-02	9.13098e+00	5.00000e-01
-6.86041e-01	5.00000e-02	-7.45603e-02	5.00000e-02	4.06378e+00	5.00000e-01
-1.19116e+00	5.00000e-02	2.27715e-01	5.00000e-02	7.61989e+00	5.00000e-01
-1.28612e+00	5.00000e-02	2.90174e-01	5.00000e-02	8.68847e+00	5.00000e-01
-1.31470e+00	5.00000e-02	3.14546e-01	5.00000e-02	9.44842e+00	5.00000e-01
-1.00715e+00	5.00000e-02	1.19814e-02	5.00000e-02	6.99080e+00	5.00000e-01
-1.21661e+00	5.00000e-02	1.78785e-01	5.00000e-02	8.15223e+00	5.00000e-01
-1.09946e+00	5.00000e-02	1.48257e-01	5.00000e-02	7.23252e+00	5.00000e-01
-2.10265e+00	5.00000e-02	3.38145e-01	5.00000e-02	1.01326e+01	5.00000e-01
-1.15015e+00	5.00000e-02	8.89498e-02	5.00000e-02	7.70608e+00	5.00000e-01
-1.11056e+00	5.00000e-02	2.23957e-01	5.00000e-02	7.06357e+00	5.00000e-01
-1.05670e+00	5.00000e-02	1.42205e-01	5.00000e-02	7.09595e+00	5.00000e-01
-7.58674e-01	5.00000e-02	-1.28339e-01	5.00000e-02	4.43590e+00	5.00000e-01
-9.90814e-01	5.00000e-02	2.22278e-01	5.00000e-02	7.98826e+00	5.00000e-01
-1.27633e+00	5.00000e-02	2.42920e-01	5.00000e-02	9.26983e+00	5.00000e-01
-1.15822e+00	5.00000e-02	2.53289e-01	5.00000e-02	7.64152e+00	5.00000e-01
-1.02376e+00	5.00000e-02	6.93088e-02	5.00000e-02	7.35996e+00	5.00000e-01
-1.80957e+00	5.00000e-02	4.68047e-01	5.00000e-02	9.80861e+00	5.00000e-01
-1.00154e+00	5.00000e-02	9.80597e-02	5.00000e-02	6.93778e+00	5.00000e-01
-1.05836e+00	5.00000e-02	1.18092e-01	5.00000e-02	7.56958e+00	5.00000e-01
-1.32136e+00	5.00000e-02	3.23468e-01	5.00000e-02	8.70203e+00	5.00000e-01
-1.60137e+00	5.00000e-02	3.48965e-01	5.00000e-02	9.66074e+00	5.00000e-01
-1.37828e+00	5.00000e-02	2.77480e-01	5.00000e-02	8.93825e+00	5.00000e-01
-1.24342e+00	5.00000e-02	2.23693e-01	5.00000e-02	8.59104e+00	5.00000e-01
-1.17018e+00	5.00000e-02	1.40349e-01	5.00000e-02	7.63857e+00	5.00000e-01
-1.17018e+00	5.00000e-02	1.63473e-01	5.00000e-02	8.84060e+00	5.00000e-01
-5.04169e-01	5.00000e-02	-4.24341e-01	5.00000e-02	1.91313e+00	5.00000e-01
-1.62446e+00	5.00000e-02	3.59684e-01	5.00000e-02	9.31136e+00	5.00000e-01
-1.44615e+00	5.00000e-02	3.12478e-01	5.00000e-02	9.03549e+00	5.00000e-01
-1.60476e+00	5.00000e-02	4.11379e-01	5.00000e-02	9.86981e+00	5.00000e-01
-1.08973e+00	5.00000e-02	5.46470e-02	5.00000e-02	7.75053e+00	5.00000e-01
-1.40212e+00	5.00000e-02	3.10544e-01	5.00000e-02	8.89034e+00	5.00000e-01
-1.13592e+00	5.00000e-02	2.44639e-01	5.00000e-02	7.98720e+00	5.00000e-01
-1.45561e+00	5.00000e-02	2.29234e-01	5.00000e-02	9.38519e+00	5.00000e-01
-1.58040e+00	5.00000e-02	3.28422e-01	5.00000e-02	9.03184e+00	5.00000e-01
-1.63477e+00	5.00000e-02	2.88173e-01	5.00000e-02	9.57439e+00	5.00000e-01
-1.02079e+00	5.00000e-02	1.30730e-01	5.00000e-02	7.31456e+00	5.00000e-01
-1.56431e+00	5.00000e-02	3.87918e-01	5.00000e-02	8.01370e+00	5.00000e-01
-1.35771e+00	5.00000e-02	3.52309e-01	5.00000e-02	8.89380e+00	5.00000e-01
-1.26900e+00	5.00000e-02	2.75607e-01	5.00000e-02	8.63195e+00	5.00000e-01
-1.04240e+00	5.00000e-02	1.35276e-01	5.00000e-02	6.14473e+00	5.00000e-01
-1.61637e+00	5.00000e-02	3.59161e-01	5.00000e-02	1.02882e+01	5.00000e-01
-9.12834e-01	5.00000e-02	4.93814e-02	5.00000e-02	5.48737e+00	5.00000e-01
