# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Log(age/Gyr)	Log(age/Gyr)_err
-1.58609e+00	5.00000e-02	3.65788e-01	5.00000e-02	1.06348e+00	1.00000e-01
-1.57855e+00	5.00000e-02	2.09693e-01	5.00000e-02	9.20148e-01	1.00000e-01
-3.50539e-01	5.00000e-02	-8.73360e-02	5.00000e-02	4.98322e-01	1.00000e-01
-1.08870e+00	5.00000e-02	2.44956e-01	5.00000e-02	1.20924e+00	1.00000e-01
-7.10319e-01	5.00000e-02	6.54832e-02	5.00000e-02	9.39189e-01	1.00000e-01
-1.34669e+00	5.00000e-02	2.91904e-01	5.00000e-02	1.13420e+00	1.00000e-01
-2.06643e+00	5.00000e-02	5.35752e-01	5.00000e-02	1.16765e+00	1.00000e-01
-7.54903e-01	5.00000e-02	-2.42860e-02	5.00000e-02	8.51910e-01	1.00000e-01
-5.57171e-01	5.00000e-02	-3.70556e-02	5.00000e-02	7.52955e-01	1.00000e-01
-1.44337e+00	5.00000e-02	3.17206e-01	5.00000e-02	9.86791e-01	1.00000e-01
-1.42077e+00	5.00000e-02	3.20049e-01	5.00000e-02	1.15287e+00	1.00000e-01
-9.04065e-01	5.00000e-02	2.58267e-01	5.00000e-02	8.74083e-01	1.00000e-01
-4.62197e-01	5.00000e-02	-8.11842e-02	5.00000e-02	6.28528e-01	1.00000e-01
-1.49011e+00	5.00000e-02	4.20147e-01	5.00000e-02	1.02888e+00	1.00000e-01
-9.30638e-01	5.00000e-02	1.41603e-01	5.00000e-02	1.03395e+00	1.00000e-01
-7.07890e-01	5.00000e-02	5.35864e-02	5.00000e-02	1.05628e+00	1.00000e-01
-1.12000e+00	5.00000e-02	2.46779e-01	5.00000e-02	1.04187e+00	1.00000e-01
-1.02955e+00	5.00000e-02	1.24508e-01	5.00000e-02	1.04031e+00	1.00000e-01
-7.14370e-01	5.00000e-02	1.42442e-01	5.00000e-02	1.03641e+00	1.00000e-01
-1.72742e+00	5.00000e-02	3.53540e-01	5.00000e-02	1.08494e+00	1.00000e-01
-8.08982e-01	5.00000e-02	-6.67314e-02	5.00000e-02	1.00251e+00	1.00000e-01
-9.38299e-01	5.00000e-02	2.56364e-01	5.00000e-02	9.46914e-01	1.00000e-01
-1.74712e+00	5.00000e-02	3.43842e-01	5.00000e-02	1.13395e+00	1.00000e-01
-1.19725e+00	5.00000e-02	2.60888e-01	5.00000e-02	1.15707e+00	1.00000e-01
-9.90540e-01	5.00000e-02	2.16494e-01	5.00000e-02	1.01914e+00	1.00000e-01
-1.69949e+00	5.00000e-02	4.08492e-01	5.00000e-02	1.01870e+00	1.00000e-01
-8.58641e-01	5.00000e-02	1.59336e-01	5.00000e-02	1.01326e+00	1.00000e-01
-1.39885e+00	5.00000e-02	3.66876e-01	5.00000e-02	9.42127e-01	1.00000e-01
-7.20629e-01	5.00000e-02	1.62207e-01	5.00000e-02	9.05710e-01	1.00000e-01
-9.74001e-01	5.00000e-02	3.13792e-01	5.00000e-02	8.65541e-01	1.00000e-01
-1.47672e+00	5.00000e-02	3.14385e-01	5.00000e-02	1.18479e+00	1.00000e-01
-9.55102e-01	5.00000e-02	1.16260e-01	5.00000e-02	9.68030e-01	1.00000e-01
-1.48463e+00	5.00000e-02	3.12986e-01	5.00000e-02	1.12552e+00	1.00000e-01
