# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Log(age/Gyr)	Log(age/Gyr)_err
-1.24517e+00	5.00000e-02	1.99581e-01	5.00000e-02	9.63514e-01	1.00000e-01
-6.82892e-01	5.00000e-02	1.48082e-01	5.00000e-02	8.42717e-01	1.00000e-01
-7.16009e-01	5.00000e-02	1.95351e-01	5.00000e-02	9.70703e-01	1.00000e-01
-1.72647e+00	5.00000e-02	3.58157e-01	5.00000e-02	1.24484e+00	1.00000e-01
-2.41826e+00	5.00000e-02	4.39270e-01	5.00000e-02	1.00287e+00	1.00000e-01
-9.39516e-01	5.00000e-02	2.79841e-01	5.00000e-02	8.83214e-01	1.00000e-01
-1.00375e+00	5.00000e-02	2.22228e-01	5.00000e-02	1.14574e+00	1.00000e-01
-9.43219e-01	5.00000e-02	1.32503e-01	5.00000e-02	1.10976e+00	1.00000e-01
-8.18379e-01	5.00000e-02	9.19513e-02	5.00000e-02	9.40894e-01	1.00000e-01
-9.52414e-01	5.00000e-02	1.84421e-01	5.00000e-02	7.81800e-01	1.00000e-01
-1.17515e+00	5.00000e-02	3.35459e-01	5.00000e-02	nan	nan
-9.29136e-01	5.00000e-02	1.87268e-01	5.00000e-02	nan	nan
-8.62698e-01	5.00000e-02	1.83487e-01	5.00000e-02	nan	nan
-9.39802e-01	5.00000e-02	2.70718e-01	5.00000e-02	nan	nan
-8.07841e-01	5.00000e-02	8.82804e-02	5.00000e-02	nan	nan
-1.52315e+00	5.00000e-02	2.24727e-01	5.00000e-02	nan	nan
-1.27547e+00	5.00000e-02	2.40386e-01	5.00000e-02	nan	nan
-7.73521e-01	5.00000e-02	4.03163e-02	5.00000e-02	nan	nan
-7.56602e-01	5.00000e-02	1.32475e-01	5.00000e-02	nan	nan
-1.02111e+00	5.00000e-02	2.07412e-01	5.00000e-02	nan	nan
-7.31608e-01	5.00000e-02	2.04986e-01	5.00000e-02	nan	nan
-1.11782e+00	5.00000e-02	2.43241e-01	5.00000e-02	nan	nan
-1.54162e+00	5.00000e-02	3.23013e-01	5.00000e-02	nan	nan
-5.58288e-01	5.00000e-02	-3.79967e-02	5.00000e-02	nan	nan
-1.21002e+00	5.00000e-02	2.50755e-01	5.00000e-02	nan	nan
-1.36057e+00	5.00000e-02	2.86953e-01	5.00000e-02	nan	nan
-1.24844e+00	5.00000e-02	2.74709e-01	5.00000e-02	nan	nan
-9.36453e-01	5.00000e-02	2.32493e-01	5.00000e-02	nan	nan
-2.09216e+00	5.00000e-02	4.31822e-01	5.00000e-02	nan	nan
-1.22242e+00	5.00000e-02	3.43586e-01	5.00000e-02	nan	nan
-1.39610e+00	5.00000e-02	2.96188e-01	5.00000e-02	nan	nan
-1.73593e+00	5.00000e-02	4.61780e-01	5.00000e-02	nan	nan
-5.51224e-01	5.00000e-02	5.69820e-02	5.00000e-02	nan	nan
-1.88746e+00	5.00000e-02	3.87763e-01	5.00000e-02	nan	nan
-1.52694e+00	5.00000e-02	3.76579e-01	5.00000e-02	nan	nan
-1.25787e+00	5.00000e-02	2.79895e-01	5.00000e-02	nan	nan
-9.96206e-01	5.00000e-02	2.48226e-01	5.00000e-02	nan	nan
-1.14989e+00	5.00000e-02	2.07082e-01	5.00000e-02	nan	nan
-1.12237e+00	5.00000e-02	2.72450e-01	5.00000e-02	nan	nan
-3.78524e-01	5.00000e-02	-1.23748e-01	5.00000e-02	nan	nan
-8.37918e-01	5.00000e-02	1.55131e-01	5.00000e-02	nan	nan
-1.00059e+00	5.00000e-02	2.06649e-01	5.00000e-02	nan	nan
-1.14215e+00	5.00000e-02	2.55816e-01	5.00000e-02	nan	nan
-5.32134e-01	5.00000e-02	-2.06401e-02	5.00000e-02	nan	nan
-1.06421e+00	5.00000e-02	2.79421e-01	5.00000e-02	nan	nan
-1.02879e+00	5.00000e-02	2.38328e-01	5.00000e-02	nan	nan
-1.09383e+00	5.00000e-02	2.24827e-01	5.00000e-02	nan	nan
-6.46592e-01	5.00000e-02	8.62419e-02	5.00000e-02	nan	nan
-1.50415e+00	5.00000e-02	2.62748e-01	5.00000e-02	nan	nan
-9.88646e-01	5.00000e-02	1.86143e-01	5.00000e-02	nan	nan
