# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Log(age/Gyr)	Log(age/Gyr)_err
-9.43883e-01	5.00000e-02	1.87712e-01	5.00000e-02	9.58046e-01	1.00000e-01
-1.94365e+00	5.00000e-02	3.14552e-01	5.00000e-02	1.12449e+00	1.00000e-01
-1.03503e+00	5.00000e-02	1.68846e-01	5.00000e-02	1.04576e+00	1.00000e-01
-9.50141e-01	5.00000e-02	1.63074e-01	5.00000e-02	1.04930e+00	1.00000e-01
-1.64882e+00	5.00000e-02	3.00772e-01	5.00000e-02	9.53954e-01	1.00000e-01
-1.81754e+00	5.00000e-02	4.31475e-01	5.00000e-02	8.93571e-01	1.00000e-01
-1.63703e+00	5.00000e-02	4.05548e-01	5.00000e-02	1.15738e+00	1.00000e-01
-1.02758e+00	5.00000e-02	2.51131e-01	5.00000e-02	9.09253e-01	1.00000e-01
-1.19152e+00	5.00000e-02	2.63291e-01	5.00000e-02	1.12363e+00	1.00000e-01
-1.24279e+00	5.00000e-02	1.44597e-01	5.00000e-02	1.15559e+00	1.00000e-01
-1.72505e+00	5.00000e-02	3.96536e-01	5.00000e-02	1.01475e+00	1.00000e-01
-9.85389e-01	5.00000e-02	1.68414e-01	5.00000e-02	8.45037e-01	1.00000e-01
-8.35949e-01	5.00000e-02	1.36937e-01	5.00000e-02	9.81538e-01	1.00000e-01
-8.87565e-01	5.00000e-02	1.53294e-01	5.00000e-02	9.44592e-01	1.00000e-01
-1.93818e+00	5.00000e-02	4.49132e-01	5.00000e-02	1.28055e+00	1.00000e-01
-1.35781e+00	5.00000e-02	2.90318e-01	5.00000e-02	1.13484e+00	1.00000e-01
-1.18217e+00	5.00000e-02	1.66997e-01	5.00000e-02	1.06749e+00	1.00000e-01
-1.01749e+00	5.00000e-02	1.38783e-01	5.00000e-02	9.34563e-01	1.00000e-01
-1.07744e+00	5.00000e-02	3.37411e-01	5.00000e-02	9.47716e-01	1.00000e-01
-1.04424e+00	5.00000e-02	2.45400e-01	5.00000e-02	1.06166e+00	1.00000e-01
-1.45104e+00	5.00000e-02	3.17248e-01	5.00000e-02	7.94881e-01	1.00000e-01
-9.98937e-01	5.00000e-02	1.11271e-01	5.00000e-02	1.20781e+00	1.00000e-01
-1.13637e+00	5.00000e-02	3.08637e-01	5.00000e-02	9.41191e-01	1.00000e-01
-7.04884e-01	5.00000e-02	6.41136e-02	5.00000e-02	1.01060e+00	1.00000e-01
-1.20938e+00	5.00000e-02	3.81643e-01	5.00000e-02	1.02357e+00	1.00000e-01
-1.64245e+00	5.00000e-02	4.35117e-01	5.00000e-02	9.84309e-01	1.00000e-01
-2.22573e+00	5.00000e-02	4.81306e-01	5.00000e-02	1.28738e+00	1.00000e-01
-7.14303e-01	5.00000e-02	1.06062e-01	5.00000e-02	8.73708e-01	1.00000e-01
-1.74537e+00	5.00000e-02	3.69710e-01	5.00000e-02	1.06377e+00	1.00000e-01
-1.40309e+00	5.00000e-02	2.01856e-01	5.00000e-02	1.00035e+00	1.00000e-01
-9.88403e-01	5.00000e-02	1.64384e-01	5.00000e-02	1.06321e+00	1.00000e-01
-2.15200e+00	5.00000e-02	4.00397e-01	5.00000e-02	1.16375e+00	1.00000e-01
-1.16989e+00	5.00000e-02	3.53558e-01	5.00000e-02	1.03411e+00	1.00000e-01
-1.09634e+00	5.00000e-02	2.93890e-01	5.00000e-02	9.29413e-01	1.00000e-01
-1.79110e+00	5.00000e-02	4.49821e-01	5.00000e-02	1.05448e+00	1.00000e-01
-1.58476e+00	5.00000e-02	3.57615e-01	5.00000e-02	1.06211e+00	1.00000e-01
-1.56208e+00	5.00000e-02	3.23819e-01	5.00000e-02	1.07510e+00	1.00000e-01
-1.21519e+00	5.00000e-02	2.92001e-01	5.00000e-02	1.21644e+00	1.00000e-01
-7.28933e-01	5.00000e-02	5.74554e-02	5.00000e-02	8.55461e-01	1.00000e-01
-1.39736e+00	5.00000e-02	2.64350e-01	5.00000e-02	1.10199e+00	1.00000e-01
-1.24230e+00	5.00000e-02	1.14510e-01	5.00000e-02	1.12210e+00	1.00000e-01
-1.24021e+00	5.00000e-02	2.46055e-01	5.00000e-02	1.13665e+00	1.00000e-01
-9.28545e-01	5.00000e-02	1.98120e-01	5.00000e-02	9.47839e-01	1.00000e-01
