# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Log(age/Gyr)	Log(age/Gyr)_err
-1.03019e+00	5.00000e-02	2.07041e-01	5.00000e-02	1.01470e+00	2.00000e-02
-7.75942e-01	5.00000e-02	3.21186e-02	5.00000e-02	9.32988e-01	2.00000e-02
-7.31787e-01	5.00000e-02	9.69718e-02	5.00000e-02	9.04850e-01	2.00000e-02
-1.01105e+00	5.00000e-02	2.89487e-01	5.00000e-02	1.01108e+00	2.00000e-02
-7.44398e-01	5.00000e-02	1.22359e-01	5.00000e-02	8.62209e-01	2.00000e-02
-8.64234e-01	5.00000e-02	1.90310e-01	5.00000e-02	9.52154e-01	2.00000e-02
-8.84903e-01	5.00000e-02	1.80048e-01	5.00000e-02	9.87624e-01	2.00000e-02
-9.02939e-01	5.00000e-02	2.35103e-01	5.00000e-02	1.00152e+00	2.00000e-02
-6.80276e-01	5.00000e-02	1.07675e-01	5.00000e-02	8.82662e-01	2.00000e-02
-1.38748e+00	5.00000e-02	2.93700e-01	5.00000e-02	1.05270e+00	2.00000e-02
-1.21587e+00	5.00000e-02	2.27678e-01	5.00000e-02	1.06423e+00	2.00000e-02
-8.00293e-01	5.00000e-02	7.56116e-02	5.00000e-02	9.24338e-01	2.00000e-02
-2.33558e+00	5.00000e-02	4.36354e-01	5.00000e-02	1.12117e+00	2.00000e-02
-1.66201e+00	5.00000e-02	3.67302e-01	5.00000e-02	1.10334e+00	2.00000e-02
-8.59303e-01	5.00000e-02	1.52359e-01	5.00000e-02	9.40798e-01	2.00000e-02
-6.95860e-01	5.00000e-02	1.62707e-01	5.00000e-02	8.96173e-01	2.00000e-02
-1.48324e+00	5.00000e-02	2.85904e-01	5.00000e-02	1.08431e+00	2.00000e-02
-1.17945e+00	5.00000e-02	2.32211e-01	5.00000e-02	1.02954e+00	2.00000e-02
-2.04253e+00	5.00000e-02	3.25921e-01	5.00000e-02	1.10540e+00	2.00000e-02
-1.06020e+00	5.00000e-02	1.77100e-01	5.00000e-02	1.03089e+00	2.00000e-02
-7.36096e-01	5.00000e-02	1.18079e-01	5.00000e-02	9.24626e-01	2.00000e-02
-1.44672e+00	5.00000e-02	3.80036e-01	5.00000e-02	1.09235e+00	2.00000e-02
-9.74031e-01	5.00000e-02	1.49422e-01	5.00000e-02	9.55127e-01	2.00000e-02
-1.14292e+00	5.00000e-02	2.55462e-01	5.00000e-02	1.01285e+00	2.00000e-02
-5.60374e-01	5.00000e-02	1.00638e-01	5.00000e-02	8.50339e-01	2.00000e-02
-1.37640e+00	5.00000e-02	2.45108e-01	5.00000e-02	1.04407e+00	2.00000e-02
-1.48262e+00	5.00000e-02	2.70524e-01	5.00000e-02	1.08114e+00	2.00000e-02
-1.07696e+00	5.00000e-02	2.42884e-01	5.00000e-02	1.05333e+00	2.00000e-02
-4.08408e-01	5.00000e-02	5.58671e-03	5.00000e-02	6.04695e-01	2.00000e-02
-6.42389e-01	5.00000e-02	7.39047e-02	5.00000e-02	8.84902e-01	2.00000e-02
-1.72599e+00	5.00000e-02	4.26686e-01	5.00000e-02	1.11624e+00	2.00000e-02
-2.81741e-01	5.00000e-02	-9.59128e-02	5.00000e-02	5.87612e-01	2.00000e-02
-1.43225e+00	5.00000e-02	2.73070e-01	5.00000e-02	1.07019e+00	2.00000e-02
-9.81581e-01	5.00000e-02	1.88211e-01	5.00000e-02	1.00240e+00	2.00000e-02
-1.34094e+00	5.00000e-02	3.64766e-01	5.00000e-02	1.08921e+00	2.00000e-02
-8.14826e-01	5.00000e-02	1.54935e-01	5.00000e-02	9.14954e-01	2.00000e-02
-9.45646e-01	5.00000e-02	1.32157e-01	5.00000e-02	1.00142e+00	2.00000e-02
-7.64782e-01	5.00000e-02	1.37497e-01	5.00000e-02	9.42497e-01	2.00000e-02
-1.38116e+00	5.00000e-02	2.76898e-01	5.00000e-02	1.07304e+00	2.00000e-02
-9.28292e-01	5.00000e-02	2.13883e-01	5.00000e-02	1.03128e+00	2.00000e-02
-1.08713e+00	5.00000e-02	1.89800e-01	5.00000e-02	1.01999e+00	2.00000e-02
-1.44490e+00	5.00000e-02	3.69045e-01	5.00000e-02	1.10411e+00	2.00000e-02
-1.35898e+00	5.00000e-02	2.86491e-01	5.00000e-02	1.05729e+00	2.00000e-02
-4.24160e-01	5.00000e-02	-1.21532e-01	5.00000e-02	6.14913e-01	2.00000e-02
-1.42243e+00	5.00000e-02	3.77170e-01	5.00000e-02	1.09271e+00	2.00000e-02
-9.03833e-01	5.00000e-02	2.54929e-01	5.00000e-02	1.00150e+00	2.00000e-02
-3.91692e-01	5.00000e-02	5.61916e-04	5.00000e-02	7.37673e-01	2.00000e-02
-8.30324e-01	5.00000e-02	2.22248e-01	5.00000e-02	9.22909e-01	2.00000e-02
-1.03998e+00	5.00000e-02	1.61058e-01	5.00000e-02	1.01909e+00	2.00000e-02
-2.00035e+00	5.00000e-02	3.47254e-01	5.00000e-02	1.11627e+00	2.00000e-02
-1.18190e+00	5.00000e-02	2.08092e-01	5.00000e-02	1.02903e+00	2.00000e-02
-9.37182e-01	5.00000e-02	1.76419e-01	5.00000e-02	1.00125e+00	2.00000e-02
