# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Log(age/Gyr)	Log(age/Gyr)_err
-5.96278e-01	5.00000e-02	9.90622e-02	5.00000e-02	1.02814e+00	1.00000e-01
-1.12962e+00	5.00000e-02	1.61454e-01	5.00000e-02	9.69542e-01	1.00000e-01
-1.16874e+00	5.00000e-02	2.29386e-01	5.00000e-02	9.74778e-01	1.00000e-01
-1.50794e+00	5.00000e-02	3.07451e-01	5.00000e-02	9.74532e-01	1.00000e-01
-1.42270e+00	5.00000e-02	3.23614e-01	5.00000e-02	1.03052e+00	1.00000e-01
-8.12947e-01	5.00000e-02	9.98627e-02	5.00000e-02	8.36464e-01	1.00000e-01
-7.20118e-01	5.00000e-02	-2.49689e-02	5.00000e-02	8.81565e-01	1.00000e-01
-1.23212e+00	5.00000e-02	3.32362e-01	5.00000e-02	1.05397e+00	1.00000e-01
-1.52565e+00	5.00000e-02	2.98819e-01	5.00000e-02	1.16129e+00	1.00000e-01
-4.81313e-01	5.00000e-02	2.06513e-02	5.00000e-02	6.18211e-01	1.00000e-01
-7.02178e-01	5.00000e-02	1.00559e-01	5.00000e-02	9.32642e-01	1.00000e-01
-1.14543e+00	5.00000e-02	2.07026e-01	5.00000e-02	1.02569e+00	1.00000e-01
-9.32663e-01	5.00000e-02	1.13454e-01	5.00000e-02	1.14356e+00	1.00000e-01
-1.62039e+00	5.00000e-02	3.76338e-01	5.00000e-02	9.36037e-01	1.00000e-01
-1.00256e+00	5.00000e-02	1.86070e-01	5.00000e-02	1.08241e+00	1.00000e-01
-9.96285e-01	5.00000e-02	1.08693e-01	5.00000e-02	9.72096e-01	1.00000e-01
-1.58244e+00	5.00000e-02	3.13866e-01	5.00000e-02	9.87171e-01	1.00000e-01
-9.84294e-01	5.00000e-02	1.54382e-01	5.00000e-02	1.06458e+00	1.00000e-01
-1.81235e+00	5.00000e-02	4.87988e-01	5.00000e-02	1.02766e+00	1.00000e-01
-5.30047e-01	5.00000e-02	-1.90249e-03	5.00000e-02	6.57228e-01	1.00000e-01
-7.37344e-01	5.00000e-02	8.16479e-02	5.00000e-02	1.05613e+00	1.00000e-01
-6.89775e-01	5.00000e-02	1.56285e-01	5.00000e-02	1.11250e+00	1.00000e-01
-5.37118e-01	5.00000e-02	1.41703e-01	5.00000e-02	8.76905e-01	1.00000e-01
-1.05703e+00	5.00000e-02	2.30899e-01	5.00000e-02	9.87982e-01	1.00000e-01
-1.62759e+00	5.00000e-02	3.72760e-01	5.00000e-02	1.20698e+00	1.00000e-01
-5.69344e-01	5.00000e-02	4.03737e-02	5.00000e-02	7.91922e-01	1.00000e-01
-9.74365e-01	5.00000e-02	1.16175e-01	5.00000e-02	1.23408e+00	1.00000e-01
-1.35347e+00	5.00000e-02	3.31403e-01	5.00000e-02	1.08527e+00	1.00000e-01
-1.01526e+00	5.00000e-02	1.90794e-01	5.00000e-02	7.46595e-01	1.00000e-01
-2.16295e+00	5.00000e-02	4.63598e-01	5.00000e-02	1.19607e+00	1.00000e-01
-8.12336e-01	5.00000e-02	7.41816e-02	5.00000e-02	1.01302e+00	1.00000e-01
-1.35269e+00	5.00000e-02	3.58694e-01	5.00000e-02	1.13271e+00	1.00000e-01
-1.00311e+00	5.00000e-02	2.72261e-01	5.00000e-02	9.37833e-01	1.00000e-01
-1.43862e+00	5.00000e-02	2.39027e-01	5.00000e-02	1.05600e+00	1.00000e-01
-1.31269e+00	5.00000e-02	2.64283e-01	5.00000e-02	9.49536e-01	1.00000e-01
-1.02377e+00	5.00000e-02	2.09061e-01	5.00000e-02	9.93992e-01	1.00000e-01
-1.16375e+00	5.00000e-02	3.28176e-01	5.00000e-02	1.10983e+00	1.00000e-01
-3.33602e-01	5.00000e-02	-3.10324e-02	5.00000e-02	7.26800e-01	1.00000e-01
-7.30349e-01	5.00000e-02	1.70383e-01	5.00000e-02	1.06039e+00	1.00000e-01
-1.43210e+00	5.00000e-02	3.43787e-01	5.00000e-02	1.19911e+00	1.00000e-01
-2.69543e+00	5.00000e-02	4.56181e-01	5.00000e-02	1.02554e+00	1.00000e-01
-9.67110e-01	5.00000e-02	2.45214e-01	5.00000e-02	9.34683e-01	1.00000e-01
-2.75788e-01	5.00000e-02	-6.80182e-02	5.00000e-02	4.64170e-01	1.00000e-01
-1.08287e+00	5.00000e-02	3.39370e-01	5.00000e-02	1.08995e+00	1.00000e-01
-7.08698e-01	5.00000e-02	1.59140e-01	5.00000e-02	1.01163e+00	1.00000e-01
-1.36607e+00	5.00000e-02	3.06436e-01	5.00000e-02	1.15117e+00	1.00000e-01
-1.13582e+00	5.00000e-02	3.24152e-01	5.00000e-02	1.13670e+00	1.00000e-01
-7.52879e-01	5.00000e-02	1.16913e-02	5.00000e-02	8.37279e-01	1.00000e-01
-7.94998e-01	5.00000e-02	1.24546e-01	5.00000e-02	7.70640e-01	1.00000e-01
-1.81749e+00	5.00000e-02	3.32748e-01	5.00000e-02	1.06977e+00	1.00000e-01
-9.25332e-01	5.00000e-02	1.54214e-01	5.00000e-02	9.44253e-01	1.00000e-01
-1.71866e+00	5.00000e-02	3.11099e-01	5.00000e-02	1.07265e+00	1.00000e-01
-1.80011e+00	5.00000e-02	4.60158e-01	5.00000e-02	1.21658e+00	1.00000e-01
-1.08831e+00	5.00000e-02	1.95629e-01	5.00000e-02	1.10595e+00	1.00000e-01
-1.26602e+00	5.00000e-02	2.12458e-01	5.00000e-02	1.08179e+00	1.00000e-01
-1.42819e+00	5.00000e-02	3.28931e-01	5.00000e-02	9.82197e-01	1.00000e-01
-1.31355e+00	5.00000e-02	2.83122e-01	5.00000e-02	9.10936e-01	1.00000e-01
-7.83588e-01	5.00000e-02	1.76906e-01	5.00000e-02	1.00213e+00	1.00000e-01
-1.13288e+00	5.00000e-02	2.56134e-01	5.00000e-02	1.02802e+00	1.00000e-01
-1.50809e+00	5.00000e-02	2.94721e-01	5.00000e-02	9.38550e-01	1.00000e-01
-7.38108e-01	5.00000e-02	1.32539e-01	5.00000e-02	7.36032e-01	1.00000e-01
