# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Log(age/Gyr)	Log(age/Gyr)_err
-1.29795e+00	5.00000e-02	3.15064e-01	5.00000e-02	9.50907e-01	1.00000e-01
-1.10177e+00	5.00000e-02	3.43808e-01	5.00000e-02	9.84431e-01	1.00000e-01
-1.00131e+00	5.00000e-02	2.22314e-01	5.00000e-02	9.11574e-01	1.00000e-01
-1.30530e+00	5.00000e-02	3.13222e-01	5.00000e-02	1.01653e+00	1.00000e-01
-1.52130e+00	5.00000e-02	3.96071e-01	5.00000e-02	1.24571e+00	1.00000e-01
-8.01226e-01	5.00000e-02	1.90569e-01	5.00000e-02	9.11369e-01	1.00000e-01
-3.13179e+00	5.00000e-02	3.82787e-01	5.00000e-02	1.30210e+00	1.00000e-01
-1.16335e+00	5.00000e-02	2.58677e-01	5.00000e-02	1.21093e+00	1.00000e-01
-1.07154e+00	5.00000e-02	2.59624e-01	5.00000e-02	9.10045e-01	1.00000e-01
-1.22525e+00	5.00000e-02	2.24510e-01	5.00000e-02	1.05259e+00	1.00000e-01
-7.26834e-01	5.00000e-02	1.25172e-01	5.00000e-02	8.85367e-01	1.00000e-01
-9.64192e-01	5.00000e-02	1.91354e-01	5.00000e-02	9.71780e-01	1.00000e-01
-1.04060e+00	5.00000e-02	1.77462e-01	5.00000e-02	1.12758e+00	1.00000e-01
-8.64856e-01	5.00000e-02	1.55172e-01	5.00000e-02	1.06558e+00	1.00000e-01
-1.06371e+00	5.00000e-02	1.98831e-01	5.00000e-02	9.19525e-01	1.00000e-01
-8.21939e-01	5.00000e-02	1.79756e-01	5.00000e-02	1.02380e+00	1.00000e-01
-9.31265e-01	5.00000e-02	1.17334e-01	5.00000e-02	9.77752e-01	1.00000e-01
-6.01990e-01	5.00000e-02	1.13096e-02	5.00000e-02	7.31582e-01	1.00000e-01
-5.62208e-01	5.00000e-02	4.50704e-02	5.00000e-02	4.51455e-01	1.00000e-01
-2.81723e+00	5.00000e-02	3.14929e-01	5.00000e-02	1.07792e+00	1.00000e-01
-2.28233e-01	5.00000e-02	-1.35935e-01	5.00000e-02	7.03103e-01	1.00000e-01
-7.05936e-01	5.00000e-02	8.63845e-02	5.00000e-02	8.01261e-01	1.00000e-01
-2.35232e+00	5.00000e-02	4.30355e-01	5.00000e-02	1.19222e+00	1.00000e-01
-9.14499e-01	5.00000e-02	2.46781e-01	5.00000e-02	9.01843e-01	1.00000e-01
-1.16515e+00	5.00000e-02	2.12620e-01	5.00000e-02	1.15946e+00	1.00000e-01
-3.43101e-01	5.00000e-02	-4.03812e-02	5.00000e-02	7.75295e-01	1.00000e-01
-2.27267e+00	5.00000e-02	4.90957e-01	5.00000e-02	1.17031e+00	1.00000e-01
-7.81294e-01	5.00000e-02	1.03360e-01	5.00000e-02	8.93080e-01	1.00000e-01
-1.02251e+00	5.00000e-02	1.35850e-01	5.00000e-02	8.51617e-01	1.00000e-01
-6.52356e-01	5.00000e-02	1.06181e-01	5.00000e-02	7.02349e-01	1.00000e-01
-1.54540e+00	5.00000e-02	2.42996e-01	5.00000e-02	9.25390e-01	1.00000e-01
-9.68887e-01	5.00000e-02	2.00737e-01	5.00000e-02	1.01123e+00	1.00000e-01
-1.68950e+00	5.00000e-02	3.74502e-01	5.00000e-02	9.14788e-01	1.00000e-01
-9.74774e-01	5.00000e-02	2.37232e-01	5.00000e-02	1.07341e+00	1.00000e-01
-9.65518e-01	5.00000e-02	1.65308e-01	5.00000e-02	9.45165e-01	1.00000e-01
-9.60538e-01	5.00000e-02	2.41436e-01	5.00000e-02	1.01995e+00	1.00000e-01
-2.27110e+00	5.00000e-02	4.30018e-01	5.00000e-02	1.08556e+00	1.00000e-01
-1.62517e+00	5.00000e-02	2.80501e-01	5.00000e-02	1.23312e+00	1.00000e-01
