# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Log(age/Gyr)	Log(age/Gyr)_err
-8.12292e-01	5.00000e-02	1.54475e-01	5.00000e-02	8.46166e-01	1.00000e-01
-1.36565e+00	5.00000e-02	3.78884e-01	5.00000e-02	9.30591e-01	1.00000e-01
-1.25490e+00	5.00000e-02	3.35546e-01	5.00000e-02	1.17294e+00	1.00000e-01
-7.65474e-01	5.00000e-02	1.52313e-01	5.00000e-02	9.60426e-01	1.00000e-01
-1.02734e+00	5.00000e-02	1.74209e-01	5.00000e-02	1.17567e+00	1.00000e-01
-2.34707e+00	5.00000e-02	4.23021e-01	5.00000e-02	1.11698e+00	1.00000e-01
-6.78647e-01	5.00000e-02	8.26887e-02	5.00000e-02	8.18414e-01	1.00000e-01
-1.85145e+00	5.00000e-02	5.19368e-01	5.00000e-02	1.03322e+00	1.00000e-01
-1.47504e+00	5.00000e-02	2.18066e-01	5.00000e-02	1.07499e+00	1.00000e-01
-1.05340e+00	5.00000e-02	2.44921e-01	5.00000e-02	1.07806e+00	1.00000e-01
-1.48007e+00	5.00000e-02	2.29325e-01	5.00000e-02	8.32444e-01	1.00000e-01
-4.38450e-01	5.00000e-02	-1.14367e-01	5.00000e-02	5.98603e-01	1.00000e-01
-2.09485e+00	5.00000e-02	4.42363e-01	5.00000e-02	1.04326e+00	1.00000e-01
-9.52910e-01	5.00000e-02	3.03945e-01	5.00000e-02	9.11396e-01	1.00000e-01
-1.44340e+00	5.00000e-02	2.45349e-01	5.00000e-02	9.73718e-01	1.00000e-01
-2.39713e+00	5.00000e-02	3.39698e-01	5.00000e-02	1.19403e+00	1.00000e-01
-1.10447e+00	5.00000e-02	2.26992e-01	5.00000e-02	1.12866e+00	1.00000e-01
-1.86402e+00	5.00000e-02	2.94956e-01	5.00000e-02	1.18726e+00	1.00000e-01
-1.34948e+00	5.00000e-02	2.88389e-01	5.00000e-02	1.02476e+00	1.00000e-01
-1.20199e+00	5.00000e-02	3.29546e-01	5.00000e-02	1.06147e+00	1.00000e-01
-1.32916e+00	5.00000e-02	3.91764e-01	5.00000e-02	nan	nan
-1.47271e+00	5.00000e-02	1.76012e-01	5.00000e-02	nan	nan
-1.21431e+00	5.00000e-02	2.41395e-01	5.00000e-02	nan	nan
