# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Log(age/Gyr)	Log(age/Gyr)_err
-1.56886e+00	5.00000e-02	3.44332e-01	5.00000e-02	9.02949e-01	1.00000e-01
-5.95080e-01	5.00000e-02	2.54755e-02	5.00000e-02	7.45403e-01	1.00000e-01
-1.12964e+00	5.00000e-02	3.07506e-01	5.00000e-02	1.03950e+00	1.00000e-01
-1.04920e+00	5.00000e-02	2.80306e-01	5.00000e-02	1.06623e+00	1.00000e-01
-4.05004e-01	5.00000e-02	-5.78343e-02	5.00000e-02	4.99228e-01	1.00000e-01
-7.84276e-01	5.00000e-02	2.07320e-01	5.00000e-02	8.49026e-01	1.00000e-01
-8.96013e-01	5.00000e-02	1.73148e-01	5.00000e-02	8.75920e-01	1.00000e-01
-8.43981e-01	5.00000e-02	1.77265e-01	5.00000e-02	1.01860e+00	1.00000e-01
-9.17942e-01	5.00000e-02	9.01377e-02	5.00000e-02	1.14746e+00	1.00000e-01
-1.31003e+00	5.00000e-02	3.33834e-01	5.00000e-02	8.35314e-01	1.00000e-01
-9.05751e-01	5.00000e-02	1.83278e-01	5.00000e-02	9.73683e-01	1.00000e-01
-8.46671e-01	5.00000e-02	1.99050e-01	5.00000e-02	9.72058e-01	1.00000e-01
-5.08638e-01	5.00000e-02	-3.59363e-02	5.00000e-02	7.97350e-01	1.00000e-01
-5.13459e-01	5.00000e-02	6.34047e-02	5.00000e-02	8.36939e-01	1.00000e-01
-1.19789e+00	5.00000e-02	3.16884e-01	5.00000e-02	1.09318e+00	1.00000e-01
-1.68768e+00	5.00000e-02	3.57103e-01	5.00000e-02	1.16547e+00	1.00000e-01
-1.19342e+00	5.00000e-02	2.54207e-01	5.00000e-02	9.50925e-01	1.00000e-01
-9.87772e-01	5.00000e-02	1.67343e-01	5.00000e-02	9.94860e-01	1.00000e-01
-1.55432e+00	5.00000e-02	3.01681e-01	5.00000e-02	1.01520e+00	1.00000e-01
-6.27227e-01	5.00000e-02	5.48055e-02	5.00000e-02	7.97778e-01	1.00000e-01
-6.42439e-01	5.00000e-02	1.17224e-01	5.00000e-02	1.02435e+00	1.00000e-01
-1.04798e+00	5.00000e-02	2.05358e-01	5.00000e-02	1.01402e+00	1.00000e-01
-1.34344e+00	5.00000e-02	3.27123e-01	5.00000e-02	1.01086e+00	1.00000e-01
-6.87625e-01	5.00000e-02	9.70396e-02	5.00000e-02	8.78240e-01	1.00000e-01
-1.02555e+00	5.00000e-02	1.97044e-01	5.00000e-02	1.01189e+00	1.00000e-01
