# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Log(age/Gyr)	Log(age/Gyr)_err
-8.59023e-01	5.00000e-02	1.55503e-01	5.00000e-02	7.73914e-01	1.00000e-01
-6.33582e-01	5.00000e-02	8.23017e-02	5.00000e-02	7.65370e-01	1.00000e-01
-8.29306e-01	5.00000e-02	1.13322e-01	5.00000e-02	9.56836e-01	1.00000e-01
-9.87669e-01	5.00000e-02	2.57972e-01	5.00000e-02	9.52056e-01	1.00000e-01
-9.63046e-01	5.00000e-02	2.30880e-01	5.00000e-02	9.35386e-01	1.00000e-01
-2.00712e+00	5.00000e-02	2.86231e-01	5.00000e-02	9.79152e-01	1.00000e-01
-7.86708e-01	5.00000e-02	9.18664e-02	5.00000e-02	9.10591e-01	1.00000e-01
-4.91962e-01	5.00000e-02	9.02432e-02	5.00000e-02	8.10529e-01	1.00000e-01
-8.78139e-01	5.00000e-02	1.17658e-01	5.00000e-02	9.58950e-01	1.00000e-01
-1.21904e+00	5.00000e-02	2.64340e-01	5.00000e-02	8.86110e-01	1.00000e-01
-1.84672e+00	5.00000e-02	3.71701e-01	5.00000e-02	1.21723e+00	1.00000e-01
-1.05646e+00	5.00000e-02	2.10728e-01	5.00000e-02	9.84362e-01	1.00000e-01
-1.57950e+00	5.00000e-02	3.16305e-01	5.00000e-02	1.11918e+00	1.00000e-01
-7.11506e-01	5.00000e-02	6.76396e-02	5.00000e-02	8.44170e-01	1.00000e-01
-1.07484e+00	5.00000e-02	2.55429e-01	5.00000e-02	9.26427e-01	1.00000e-01
-1.21670e+00	5.00000e-02	2.49452e-01	5.00000e-02	1.18535e+00	1.00000e-01
-8.10555e-01	5.00000e-02	1.30978e-01	5.00000e-02	1.14254e+00	1.00000e-01
-2.30300e+00	5.00000e-02	3.60265e-01	5.00000e-02	1.22297e+00	1.00000e-01
-6.35540e-01	5.00000e-02	9.37952e-02	5.00000e-02	1.03549e+00	1.00000e-01
-1.03489e+00	5.00000e-02	1.28334e-01	5.00000e-02	9.99319e-01	1.00000e-01
