# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Log(age/Gyr)	Log(age/Gyr)_err
-1.59507e+00	5.00000e-02	3.43335e-01	5.00000e-02	7.35951e-01	2.00000e-01
-8.15074e-01	5.00000e-02	1.85735e-01	5.00000e-02	8.00207e-01	2.00000e-01
-1.25702e+00	5.00000e-02	3.01995e-01	5.00000e-02	8.96959e-01	2.00000e-01
-1.14549e+00	5.00000e-02	2.06129e-01	5.00000e-02	1.19846e+00	2.00000e-01
-1.44256e+00	5.00000e-02	2.91480e-01	5.00000e-02	1.22819e+00	2.00000e-01
-1.36163e+00	5.00000e-02	2.71112e-01	5.00000e-02	9.05275e-01	2.00000e-01
-9.59234e-01	5.00000e-02	1.60939e-01	5.00000e-02	9.01504e-01	2.00000e-01
-1.19439e+00	5.00000e-02	1.72383e-01	5.00000e-02	9.60134e-01	2.00000e-01
-6.04513e-01	5.00000e-02	2.42383e-03	5.00000e-02	5.60488e-01	2.00000e-01
-1.18423e+00	5.00000e-02	1.57645e-01	5.00000e-02	1.21655e+00	2.00000e-01
-1.29030e+00	5.00000e-02	2.59170e-01	5.00000e-02	9.55957e-01	2.00000e-01
-6.85559e-01	5.00000e-02	1.43905e-01	5.00000e-02	5.99306e-01	2.00000e-01
-7.91563e-01	5.00000e-02	1.85977e-01	5.00000e-02	9.59388e-01	2.00000e-01
-5.02751e-01	5.00000e-02	-9.50915e-02	5.00000e-02	7.31395e-01	2.00000e-01
-1.09974e+00	5.00000e-02	2.81919e-01	5.00000e-02	9.21916e-01	2.00000e-01
-1.23426e+00	5.00000e-02	2.72503e-01	5.00000e-02	1.20484e+00	2.00000e-01
-1.01459e+00	5.00000e-02	1.40724e-01	5.00000e-02	5.21103e-01	2.00000e-01
-1.35852e+00	5.00000e-02	2.19846e-01	5.00000e-02	1.20467e+00	2.00000e-01
-5.12590e-01	5.00000e-02	-5.19395e-03	5.00000e-02	1.14387e+00	2.00000e-01
-1.05454e+00	5.00000e-02	2.15345e-01	5.00000e-02	7.88847e-01	2.00000e-01
-1.38486e+00	5.00000e-02	3.26175e-01	5.00000e-02	8.08561e-01	2.00000e-01
-5.89873e-01	5.00000e-02	3.78438e-03	5.00000e-02	6.60532e-01	2.00000e-01
-4.55619e-01	5.00000e-02	-5.79353e-02	5.00000e-02	7.74641e-01	2.00000e-01
-7.38490e-01	5.00000e-02	8.05711e-02	5.00000e-02	9.33966e-01	2.00000e-01
-2.34915e+00	5.00000e-02	4.94915e-01	5.00000e-02	1.13551e+00	2.00000e-01
-1.62264e+00	5.00000e-02	3.63455e-01	5.00000e-02	1.28593e+00	2.00000e-01
-1.09579e+00	5.00000e-02	2.31883e-01	5.00000e-02	9.75919e-01	2.00000e-01
-1.48121e+00	5.00000e-02	3.89024e-01	5.00000e-02	1.37455e+00	2.00000e-01
-5.89463e-01	5.00000e-02	3.72855e-02	5.00000e-02	6.55744e-01	2.00000e-01
-6.10553e-01	5.00000e-02	1.82260e-01	5.00000e-02	8.64186e-01	2.00000e-01
-1.64342e+00	5.00000e-02	3.38432e-01	5.00000e-02	1.27130e+00	2.00000e-01
-1.18868e+00	5.00000e-02	2.12275e-01	5.00000e-02	1.21961e+00	2.00000e-01
-1.59490e+00	5.00000e-02	3.80799e-01	5.00000e-02	8.79106e-01	2.00000e-01
-1.04696e+00	5.00000e-02	1.06062e-01	5.00000e-02	1.19558e+00	2.00000e-01
-1.04862e+00	5.00000e-02	2.53625e-01	5.00000e-02	9.06752e-01	2.00000e-01
