# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Log(age/Gyr)	Log(age/Gyr)_err
-8.29337e-01	1.00000e-01	1.49910e-01	1.00000e-01	1.00141e+00	1.00000e-01
-1.28904e+00	1.00000e-01	3.13967e-01	1.00000e-01	1.13098e+00	1.00000e-01
-1.39392e+00	1.00000e-01	2.33688e-01	1.00000e-01	1.15116e+00	1.00000e-01
-6.76131e-01	1.00000e-01	4.84347e-02	1.00000e-01	9.94710e-01	1.00000e-01
-2.12210e+00	1.00000e-01	3.41470e-01	1.00000e-01	1.12031e+00	1.00000e-01
-1.29809e+00	1.00000e-01	3.08504e-01	1.00000e-01	9.58213e-01	1.00000e-01
-7.57459e-01	1.00000e-01	4.24286e-02	1.00000e-01	9.33133e-01	1.00000e-01
-1.29941e+00	1.00000e-01	1.70413e-01	1.00000e-01	1.14143e+00	1.00000e-01
-1.54661e+00	1.00000e-01	4.46703e-01	1.00000e-01	1.18957e+00	1.00000e-01
-2.36466e+00	1.00000e-01	5.31359e-01	1.00000e-01	1.22438e+00	1.00000e-01
-5.44900e-01	1.00000e-01	1.98078e-01	1.00000e-01	9.89100e-01	1.00000e-01
-9.81002e-01	1.00000e-01	1.24424e-01	1.00000e-01	1.04689e+00	1.00000e-01
-1.20232e+00	1.00000e-01	3.35345e-01	1.00000e-01	1.04883e+00	1.00000e-01
-6.06919e-01	1.00000e-01	1.79767e-01	1.00000e-01	9.25377e-01	1.00000e-01
-5.59810e-01	1.00000e-01	8.00090e-02	1.00000e-01	9.37022e-01	1.00000e-01
-1.47549e+00	1.00000e-01	2.94432e-02	1.00000e-01	1.03621e+00	1.00000e-01
-1.42000e+00	1.00000e-01	4.09709e-01	1.00000e-01	1.11251e+00	1.00000e-01
-1.07523e+00	1.00000e-01	9.36992e-02	1.00000e-01	9.40300e-01	1.00000e-01
-8.12375e-01	1.00000e-01	1.42460e-01	1.00000e-01	8.82928e-01	1.00000e-01
-5.45294e-01	1.00000e-01	1.83008e-01	1.00000e-01	9.07557e-01	1.00000e-01
-1.88611e+00	1.00000e-01	3.55894e-01	1.00000e-01	1.21140e+00	1.00000e-01
-1.52242e+00	1.00000e-01	3.31071e-01	1.00000e-01	1.08709e+00	1.00000e-01
-1.36173e+00	1.00000e-01	2.17270e-01	1.00000e-01	9.78883e-01	1.00000e-01
-6.85790e-01	1.00000e-01	5.90050e-02	1.00000e-01	6.87080e-01	1.00000e-01
-1.89706e+00	1.00000e-01	3.18428e-01	1.00000e-01	1.05084e+00	1.00000e-01
-1.12839e+00	1.00000e-01	2.76853e-01	1.00000e-01	9.89124e-01	1.00000e-01
-7.55266e-01	1.00000e-01	3.62516e-02	1.00000e-01	7.52821e-01	1.00000e-01
-8.37625e-01	1.00000e-01	2.36747e-01	1.00000e-01	1.06022e+00	1.00000e-01
-1.11448e+00	1.00000e-01	3.12391e-01	1.00000e-01	1.06737e+00	1.00000e-01
-1.21212e+00	1.00000e-01	2.54835e-01	1.00000e-01	1.04091e+00	1.00000e-01
