# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Log(age/Gyr)	Log(age/Gyr)_err
-3.93748e-01	5.00000e-02	-1.35844e-01	5.00000e-02	1.14927e+00	1.00000e+00
-6.09492e-01	5.00000e-02	9.57035e-02	5.00000e-02	-2.74770e-01	1.00000e+00
-1.44997e+00	5.00000e-02	3.08783e-01	5.00000e-02	1.93839e+00	1.00000e+00
-1.38965e+00	5.00000e-02	2.01584e-01	5.00000e-02	2.17199e+00	1.00000e+00
-5.52489e-01	5.00000e-02	7.36980e-02	5.00000e-02	4.03781e-01	1.00000e+00
-6.27017e-01	5.00000e-02	4.62450e-02	5.00000e-02	1.63372e+00	1.00000e+00
-1.42724e+00	5.00000e-02	3.52282e-01	5.00000e-02	2.66066e+00	1.00000e+00
-8.50120e-01	5.00000e-02	1.37787e-01	5.00000e-02	1.03833e+00	1.00000e+00
-1.13378e+00	5.00000e-02	2.78264e-01	5.00000e-02	-6.26603e-01	1.00000e+00
-1.41121e+00	5.00000e-02	3.15239e-01	5.00000e-02	1.50882e+00	1.00000e+00
-2.07663e+00	5.00000e-02	3.58523e-01	5.00000e-02	1.62773e+00	1.00000e+00
-1.00712e+00	5.00000e-02	1.72990e-01	5.00000e-02	8.70890e-01	1.00000e+00
-9.48784e-01	5.00000e-02	2.23633e-01	5.00000e-02	2.69461e+00	1.00000e+00
-6.90406e-01	5.00000e-02	4.18736e-02	5.00000e-02	1.68787e+00	1.00000e+00
-6.64303e-01	5.00000e-02	1.59865e-01	5.00000e-02	1.55904e+00	1.00000e+00
-8.73739e-01	5.00000e-02	1.93789e-01	5.00000e-02	2.01481e+00	1.00000e+00
-8.12659e-01	5.00000e-02	1.73642e-01	5.00000e-02	7.58391e-01	1.00000e+00
-1.08023e+00	5.00000e-02	1.87217e-01	5.00000e-02	-2.98304e-01	1.00000e+00
-7.69124e-01	5.00000e-02	2.94041e-01	5.00000e-02	1.58352e+00	1.00000e+00
-1.13467e+00	5.00000e-02	2.55221e-01	5.00000e-02	-3.94335e-01	1.00000e+00
-1.26432e+00	5.00000e-02	3.45575e-01	5.00000e-02	9.21440e-01	1.00000e+00
-4.59465e-01	5.00000e-02	-8.44990e-03	5.00000e-02	1.32885e+00	1.00000e+00
-6.21970e-01	5.00000e-02	5.11180e-02	5.00000e-02	1.45947e+00	1.00000e+00
-4.93602e-01	5.00000e-02	-4.26088e-02	5.00000e-02	8.59875e-01	1.00000e+00
-6.17329e-01	5.00000e-02	1.05145e-01	5.00000e-02	6.03636e-01	1.00000e+00
-9.09058e-01	5.00000e-02	2.61049e-01	5.00000e-02	3.30315e+00	1.00000e+00
-6.82216e-01	5.00000e-02	1.15158e-01	5.00000e-02	-1.70326e-01	1.00000e+00
-8.50951e-01	5.00000e-02	2.40110e-01	5.00000e-02	2.02772e+00	1.00000e+00
-1.44531e+00	5.00000e-02	2.76399e-01	5.00000e-02	2.80940e-01	1.00000e+00
-1.09964e+00	5.00000e-02	3.22394e-01	5.00000e-02	2.31660e-01	1.00000e+00
-6.52353e-01	5.00000e-02	1.18394e-01	5.00000e-02	-4.84637e-01	1.00000e+00
-1.21245e+00	5.00000e-02	2.18062e-01	5.00000e-02	8.49970e-01	1.00000e+00
-1.47776e+00	5.00000e-02	3.77337e-01	5.00000e-02	2.92324e+00	1.00000e+00
-3.70869e-01	5.00000e-02	-4.13381e-02	5.00000e-02	1.15284e+00	1.00000e+00
-1.35729e+00	5.00000e-02	2.15324e-01	5.00000e-02	2.52099e+00	1.00000e+00
-6.30132e-01	5.00000e-02	6.14589e-02	5.00000e-02	1.02603e+00	1.00000e+00
-1.77365e+00	5.00000e-02	3.43490e-01	5.00000e-02	2.00069e-01	1.00000e+00
-1.48359e+00	5.00000e-02	4.33612e-01	5.00000e-02	1.69340e+00	1.00000e+00
-1.94569e+00	5.00000e-02	5.14289e-01	5.00000e-02	2.46969e+00	1.00000e+00
-9.93418e-01	5.00000e-02	2.71125e-01	5.00000e-02	2.84041e+00	1.00000e+00
-8.65877e-01	5.00000e-02	1.95266e-01	5.00000e-02	1.76110e+00	1.00000e+00
-2.03055e+00	5.00000e-02	4.56609e-01	5.00000e-02	1.79965e+00	1.00000e+00
-1.04891e+00	5.00000e-02	1.88451e-01	5.00000e-02	1.28238e-01	1.00000e+00
-7.23792e-01	5.00000e-02	1.02541e-01	5.00000e-02	1.88313e+00	1.00000e+00
-1.63329e+00	5.00000e-02	3.48557e-01	5.00000e-02	1.07627e+00	1.00000e+00
-1.02460e+00	5.00000e-02	1.73479e-01	5.00000e-02	1.44312e+00	1.00000e+00
-1.39433e+00	5.00000e-02	2.94061e-01	5.00000e-02	1.35306e+00	1.00000e+00
-1.07646e+00	5.00000e-02	2.88495e-01	5.00000e-02	1.05132e+00	1.00000e+00
-1.86542e+00	5.00000e-02	4.13053e-01	5.00000e-02	3.12622e+00	1.00000e+00
-1.43111e+00	5.00000e-02	2.34554e-01	5.00000e-02	4.89890e-01	1.00000e+00
-9.38499e-01	5.00000e-02	2.62317e-01	5.00000e-02	1.48948e+00	1.00000e+00
-4.77900e-01	5.00000e-02	2.64547e-02	5.00000e-02	2.30494e+00	1.00000e+00
-1.36573e+00	5.00000e-02	2.11298e-01	5.00000e-02	5.09077e-01	1.00000e+00
-9.05918e-01	5.00000e-02	9.30878e-02	5.00000e-02	-1.03653e-01	1.00000e+00
-3.69112e-01	5.00000e-02	2.79196e-02	5.00000e-02	-4.78068e-01	1.00000e+00
-8.52919e-01	5.00000e-02	1.78130e-01	5.00000e-02	2.08270e+00	1.00000e+00
-8.86326e-01	5.00000e-02	7.97479e-02	5.00000e-02	-4.44247e-01	1.00000e+00
-6.08016e-01	5.00000e-02	1.75404e-01	5.00000e-02	2.18572e+00	1.00000e+00
-9.27023e-01	5.00000e-02	1.79161e-01	5.00000e-02	-1.03395e-01	1.00000e+00
-1.00390e+00	5.00000e-02	1.50095e-01	5.00000e-02	1.48799e+00	1.00000e+00
-1.06675e+00	5.00000e-02	2.23704e-01	5.00000e-02	1.14555e+00	1.00000e+00
-7.14851e-01	5.00000e-02	2.33338e-01	5.00000e-02	-1.10524e+00	1.00000e+00
-6.44893e-01	5.00000e-02	2.54897e-02	5.00000e-02	1.04930e+00	1.00000e+00
-1.07159e+00	5.00000e-02	1.44577e-01	5.00000e-02	1.64508e+00	1.00000e+00
-1.05707e+00	5.00000e-02	2.35753e-01	5.00000e-02	9.49995e-01	1.00000e+00
-4.21683e-01	5.00000e-02	5.66557e-02	5.00000e-02	1.13746e+00	1.00000e+00
-1.23903e+00	5.00000e-02	2.47800e-01	5.00000e-02	9.46791e-01	1.00000e+00
-1.17470e+00	5.00000e-02	2.04722e-01	5.00000e-02	1.55547e+00	1.00000e+00
-1.62202e+00	5.00000e-02	2.72488e-01	5.00000e-02	1.43435e+00	1.00000e+00
-1.06231e+00	5.00000e-02	1.90233e-01	5.00000e-02	-9.80526e-02	1.00000e+00
-2.33062e+00	5.00000e-02	4.41643e-01	5.00000e-02	1.42442e+00	1.00000e+00
-8.42345e-01	5.00000e-02	1.11669e-01	5.00000e-02	1.58775e+00	1.00000e+00
-1.32095e+00	5.00000e-02	1.92513e-01	5.00000e-02	7.32218e-01	1.00000e+00
-2.35591e+00	5.00000e-02	3.93017e-01	5.00000e-02	7.36060e-01	1.00000e+00
-1.24566e+00	5.00000e-02	2.22305e-01	5.00000e-02	1.61892e+00	1.00000e+00
