# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Log(age/Gyr)	Log(age/Gyr)_err
-1.09008e+00	5.00000e-02	2.56471e-01	5.00000e-02	1.03467e+00	1.00000e-01
-1.14265e+00	5.00000e-02	1.62882e-01	5.00000e-02	9.82229e-01	1.00000e-01
-1.76123e+00	5.00000e-02	3.37824e-01	5.00000e-02	1.12119e+00	1.00000e-01
-9.29953e-01	5.00000e-02	1.37807e-01	5.00000e-02	8.93804e-01	1.00000e-01
-1.19773e+00	5.00000e-02	2.80078e-01	5.00000e-02	1.08778e+00	1.00000e-01
-8.65413e-01	5.00000e-02	2.18253e-01	5.00000e-02	1.06395e+00	1.00000e-01
-1.29014e+00	5.00000e-02	2.18923e-01	5.00000e-02	1.00546e+00	1.00000e-01
-1.84864e+00	5.00000e-02	4.17095e-01	5.00000e-02	1.10755e+00	1.00000e-01
-1.04528e+00	5.00000e-02	1.14926e-01	5.00000e-02	1.04214e+00	1.00000e-01
-1.13352e+00	5.00000e-02	3.21456e-01	5.00000e-02	1.06026e+00	1.00000e-01
-1.06165e+00	5.00000e-02	2.49690e-01	5.00000e-02	9.47203e-01	1.00000e-01
-5.48124e-01	5.00000e-02	-3.02366e-02	5.00000e-02	7.18719e-01	1.00000e-01
-2.05168e+00	5.00000e-02	3.69924e-01	5.00000e-02	1.18530e+00	1.00000e-01
-1.23246e+00	5.00000e-02	2.69575e-01	5.00000e-02	1.05823e+00	1.00000e-01
-9.93014e-01	5.00000e-02	1.97131e-01	5.00000e-02	1.02063e+00	1.00000e-01
-1.04797e+00	5.00000e-02	1.63654e-01	5.00000e-02	8.92663e-01	1.00000e-01
-1.01388e+00	5.00000e-02	1.84863e-01	5.00000e-02	7.90900e-01	1.00000e-01
-1.15016e+00	5.00000e-02	2.35743e-01	5.00000e-02	9.93445e-01	1.00000e-01
-7.81501e-01	5.00000e-02	1.56900e-01	5.00000e-02	9.09089e-01	1.00000e-01
-4.95946e-01	5.00000e-02	3.72771e-03	5.00000e-02	8.28440e-01	1.00000e-01
-1.62623e+00	5.00000e-02	4.20015e-01	5.00000e-02	1.17496e+00	1.00000e-01
-4.68147e-01	5.00000e-02	1.24795e-02	5.00000e-02	8.77462e-01	1.00000e-01
-1.34540e+00	5.00000e-02	2.98728e-01	5.00000e-02	1.17063e+00	1.00000e-01
-4.17821e-01	5.00000e-02	-1.42074e-01	5.00000e-02	5.25174e-01	1.00000e-01
-9.56337e-01	5.00000e-02	1.82903e-01	5.00000e-02	9.08821e-01	1.00000e-01
-1.68866e+00	5.00000e-02	3.91635e-01	5.00000e-02	1.00979e+00	1.00000e-01
-6.09953e-01	5.00000e-02	4.44814e-02	5.00000e-02	7.27541e-01	1.00000e-01
-8.93790e-01	5.00000e-02	1.46376e-01	5.00000e-02	9.20578e-01	1.00000e-01
-5.93348e-01	5.00000e-02	3.15627e-02	5.00000e-02	6.41386e-01	1.00000e-01
-1.09008e+00	5.00000e-02	2.42288e-01	5.00000e-02	8.69851e-01	1.00000e-01
-4.96354e-01	5.00000e-02	1.14240e-02	5.00000e-02	7.18001e-01	1.00000e-01
-1.54907e+00	5.00000e-02	2.58636e-01	5.00000e-02	1.17755e+00	1.00000e-01
-1.17963e+00	5.00000e-02	2.50957e-01	5.00000e-02	1.19502e+00	1.00000e-01
-1.56450e+00	5.00000e-02	3.62875e-01	5.00000e-02	1.11229e+00	1.00000e-01
-1.66083e+00	5.00000e-02	3.32580e-01	5.00000e-02	1.15777e+00	1.00000e-01
-6.18800e-01	5.00000e-02	7.31662e-02	5.00000e-02	9.42271e-01	1.00000e-01
-1.10406e+00	5.00000e-02	2.28035e-01	5.00000e-02	8.08508e-01	1.00000e-01
-8.48551e-01	5.00000e-02	1.47386e-01	5.00000e-02	9.77313e-01	1.00000e-01
-1.05117e+00	5.00000e-02	2.22491e-01	5.00000e-02	8.84388e-01	1.00000e-01
-1.11836e+00	5.00000e-02	1.94909e-01	5.00000e-02	9.90903e-01	1.00000e-01
-3.08019e-01	5.00000e-02	1.90236e-02	5.00000e-02	5.50897e-01	1.00000e-01
-8.09656e-01	5.00000e-02	2.41024e-01	5.00000e-02	1.07320e+00	1.00000e-01
-4.77080e-01	5.00000e-02	-5.01234e-02	5.00000e-02	6.52967e-01	1.00000e-01
-1.50303e+00	5.00000e-02	3.20850e-01	5.00000e-02	9.56708e-01	1.00000e-01
-1.28850e+00	5.00000e-02	2.48482e-01	5.00000e-02	1.17309e+00	1.00000e-01
-7.83845e-01	5.00000e-02	1.39672e-01	5.00000e-02	8.58286e-01	1.00000e-01
-4.89735e-01	5.00000e-02	-1.02675e-01	5.00000e-02	8.75099e-01	1.00000e-01
-1.50058e+00	5.00000e-02	2.86449e-01	5.00000e-02	1.00225e+00	1.00000e-01
-1.85215e+00	5.00000e-02	4.27165e-01	5.00000e-02	1.10265e+00	1.00000e-01
-1.29039e+00	5.00000e-02	2.90793e-01	5.00000e-02	1.04420e+00	1.00000e-01
-7.25363e-01	5.00000e-02	1.00979e-01	5.00000e-02	1.02154e+00	1.00000e-01
-7.10683e-01	5.00000e-02	1.89475e-01	5.00000e-02	9.90120e-01	1.00000e-01
-1.52163e+00	5.00000e-02	3.11000e-01	5.00000e-02	1.00592e+00	1.00000e-01
-1.11459e+00	5.00000e-02	2.50357e-01	5.00000e-02	1.13612e+00	1.00000e-01
-8.66257e-01	5.00000e-02	1.94773e-01	5.00000e-02	9.54188e-01	1.00000e-01
-9.72041e-01	5.00000e-02	1.96795e-01	5.00000e-02	1.07714e+00	1.00000e-01
-1.19153e+00	5.00000e-02	2.70325e-01	5.00000e-02	1.10264e+00	1.00000e-01
-6.87304e-01	5.00000e-02	1.30245e-01	5.00000e-02	7.30123e-01	1.00000e-01
-1.45432e+00	5.00000e-02	3.26120e-01	5.00000e-02	9.81817e-01	1.00000e-01
-1.05999e+00	5.00000e-02	2.26179e-01	5.00000e-02	1.05956e+00	1.00000e-01
-7.40367e-01	5.00000e-02	1.29043e-01	5.00000e-02	8.63441e-01	1.00000e-01
-7.99134e-01	5.00000e-02	1.99930e-01	5.00000e-02	1.06104e+00	1.00000e-01
-1.33200e+00	5.00000e-02	2.96383e-01	5.00000e-02	9.94593e-01	1.00000e-01
-9.68773e-01	5.00000e-02	2.87940e-01	5.00000e-02	1.21058e+00	1.00000e-01
