# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Log(age/Gyr)	Log(age/Gyr)_err
-8.01642e-01	5.00000e-02	1.58785e-01	5.00000e-02	9.40770e-01	1.00000e-01
-1.38535e+00	5.00000e-02	3.73581e-01	5.00000e-02	9.59196e-01	1.00000e-01
-1.26671e+00	5.00000e-02	2.34240e-01	5.00000e-02	1.16643e+00	1.00000e-01
-8.59086e-01	5.00000e-02	1.72399e-01	5.00000e-02	1.00340e+00	1.00000e-01
-8.35301e-01	5.00000e-02	1.49488e-01	5.00000e-02	1.01537e+00	1.00000e-01
-8.34208e-01	5.00000e-02	1.57416e-01	5.00000e-02	8.72841e-01	1.00000e-01
-6.88115e-01	5.00000e-02	5.87255e-02	5.00000e-02	8.06640e-01	1.00000e-01
-7.68167e-01	5.00000e-02	1.09663e-01	5.00000e-02	9.95499e-01	1.00000e-01
-1.23465e+00	5.00000e-02	2.84517e-01	5.00000e-02	8.61731e-01	1.00000e-01
-8.26081e-01	5.00000e-02	1.70677e-01	5.00000e-02	9.80878e-01	1.00000e-01
-9.15202e-01	5.00000e-02	2.28128e-01	5.00000e-02	9.88735e-01	1.00000e-01
-1.08188e+00	5.00000e-02	2.46331e-01	5.00000e-02	1.07370e+00	1.00000e-01
-8.22621e-01	5.00000e-02	1.10744e-01	5.00000e-02	9.26115e-01	1.00000e-01
-9.76522e-01	5.00000e-02	1.68031e-01	5.00000e-02	7.87431e-01	1.00000e-01
-1.00030e+00	5.00000e-02	2.49247e-01	5.00000e-02	8.62761e-01	1.00000e-01
-6.44467e-01	5.00000e-02	4.34293e-02	5.00000e-02	9.56956e-01	1.00000e-01
-1.48518e+00	5.00000e-02	3.30637e-01	5.00000e-02	1.07824e+00	1.00000e-01
-1.10768e+00	5.00000e-02	2.71403e-01	5.00000e-02	1.20903e+00	1.00000e-01
-7.72732e-01	5.00000e-02	1.24617e-01	5.00000e-02	8.53712e-01	1.00000e-01
-1.03856e+00	5.00000e-02	2.00725e-01	5.00000e-02	1.12130e+00	1.00000e-01
-7.15227e-01	5.00000e-02	1.30255e-02	5.00000e-02	9.29744e-01	1.00000e-01
-1.10882e+00	5.00000e-02	2.68099e-01	5.00000e-02	1.14922e+00	1.00000e-01
-1.22930e+00	5.00000e-02	2.30863e-01	5.00000e-02	1.14233e+00	1.00000e-01
-1.52870e+00	5.00000e-02	2.83979e-01	5.00000e-02	1.10541e+00	1.00000e-01
-1.17137e+00	5.00000e-02	2.46250e-01	5.00000e-02	1.09288e+00	1.00000e-01
-9.94220e-01	5.00000e-02	1.84159e-01	5.00000e-02	9.77761e-01	1.00000e-01
-5.78112e-01	5.00000e-02	7.96664e-02	5.00000e-02	6.82655e-01	1.00000e-01
-1.71533e+00	5.00000e-02	3.59707e-01	5.00000e-02	1.10129e+00	1.00000e-01
-1.22566e+00	5.00000e-02	2.94645e-01	5.00000e-02	1.07123e+00	1.00000e-01
-1.23685e+00	5.00000e-02	2.69195e-01	5.00000e-02	9.52440e-01	1.00000e-01
-6.51353e-01	5.00000e-02	1.79114e-01	5.00000e-02	9.32553e-01	1.00000e-01
-2.38837e+00	5.00000e-02	4.91066e-01	5.00000e-02	1.01586e+00	1.00000e-01
-8.85317e-01	5.00000e-02	1.65579e-01	5.00000e-02	1.12218e+00	1.00000e-01
-7.19025e-01	5.00000e-02	4.92755e-02	5.00000e-02	9.17372e-01	1.00000e-01
-1.24523e+00	5.00000e-02	3.10270e-01	5.00000e-02	1.04394e+00	1.00000e-01
-1.63829e+00	5.00000e-02	3.37142e-01	5.00000e-02	1.18224e+00	1.00000e-01
-7.30656e-01	5.00000e-02	1.37105e-01	5.00000e-02	8.94357e-01	1.00000e-01
-4.08629e-01	5.00000e-02	1.29441e-02	5.00000e-02	8.75494e-01	1.00000e-01
-7.84989e-01	5.00000e-02	1.58739e-01	5.00000e-02	7.74796e-01	1.00000e-01
-9.09528e-01	5.00000e-02	1.90082e-01	5.00000e-02	1.11760e+00	1.00000e-01
-8.16630e-01	5.00000e-02	1.03146e-01	5.00000e-02	1.09804e+00	1.00000e-01
-5.46689e-01	5.00000e-02	-3.35441e-02	5.00000e-02	7.66927e-01	1.00000e-01
-7.35304e-01	5.00000e-02	1.42187e-01	5.00000e-02	1.04836e+00	1.00000e-01
-9.65710e-01	5.00000e-02	1.30079e-01	5.00000e-02	1.01362e+00	1.00000e-01
-2.03558e+00	5.00000e-02	4.36265e-01	5.00000e-02	1.08524e+00	1.00000e-01
-5.53620e-01	5.00000e-02	2.20211e-02	5.00000e-02	7.14613e-01	1.00000e-01
-1.36917e+00	5.00000e-02	3.09466e-01	5.00000e-02	1.07191e+00	1.00000e-01
-8.37831e-01	5.00000e-02	1.17284e-01	5.00000e-02	9.85834e-01	1.00000e-01
-4.23791e-01	5.00000e-02	-8.85591e-02	5.00000e-02	5.89237e-01	1.00000e-01
-4.39106e-01	5.00000e-02	5.70636e-03	5.00000e-02	6.88019e-01	1.00000e-01
-1.41645e+00	5.00000e-02	2.32884e-01	5.00000e-02	8.88288e-01	1.00000e-01
-1.33355e+00	5.00000e-02	2.95406e-01	5.00000e-02	8.94371e-01	1.00000e-01
-7.79976e-01	5.00000e-02	1.88852e-01	5.00000e-02	7.36549e-01	1.00000e-01
-1.05179e+00	5.00000e-02	2.74029e-01	5.00000e-02	1.16741e+00	1.00000e-01
-1.65728e+00	5.00000e-02	3.05422e-01	5.00000e-02	1.13348e+00	1.00000e-01
-5.72275e-01	5.00000e-02	5.25848e-02	5.00000e-02	8.93337e-01	1.00000e-01
-1.48004e+00	5.00000e-02	2.88988e-01	5.00000e-02	1.08225e+00	1.00000e-01
-6.27286e-01	5.00000e-02	-1.18741e-03	5.00000e-02	7.88494e-01	1.00000e-01
-1.08211e+00	5.00000e-02	2.58587e-01	5.00000e-02	9.17386e-01	1.00000e-01
-1.73978e+00	5.00000e-02	4.56948e-01	5.00000e-02	1.36227e+00	1.00000e-01
-7.99575e-01	5.00000e-02	1.51398e-01	5.00000e-02	9.24557e-01	1.00000e-01
-9.45429e-01	5.00000e-02	2.14917e-01	5.00000e-02	8.94114e-01	1.00000e-01
-9.13858e-01	5.00000e-02	1.68141e-01	5.00000e-02	6.84264e-01	1.00000e-01
-6.89763e-01	5.00000e-02	5.26577e-02	5.00000e-02	9.57823e-01	1.00000e-01
-1.29925e+00	5.00000e-02	2.39226e-01	5.00000e-02	9.54915e-01	1.00000e-01
-1.23869e+00	5.00000e-02	2.03002e-01	5.00000e-02	1.16697e+00	1.00000e-01
-9.09861e-01	5.00000e-02	1.96231e-01	5.00000e-02	9.07378e-01	1.00000e-01
-1.80505e+00	5.00000e-02	3.53859e-01	5.00000e-02	1.06093e+00	1.00000e-01
-7.82870e-01	5.00000e-02	9.04041e-02	5.00000e-02	9.81832e-01	1.00000e-01
-7.36720e-01	5.00000e-02	9.52146e-02	5.00000e-02	1.06675e+00	1.00000e-01
-1.01439e+00	5.00000e-02	1.76489e-01	5.00000e-02	1.15554e+00	1.00000e-01
-1.16179e+00	5.00000e-02	2.66093e-01	5.00000e-02	9.84186e-01	1.00000e-01
-1.10438e+00	5.00000e-02	2.27637e-01	5.00000e-02	1.18975e+00	1.00000e-01
-1.51558e+00	5.00000e-02	2.75259e-01	5.00000e-02	1.24199e+00	1.00000e-01
-1.15464e+00	5.00000e-02	2.81397e-01	5.00000e-02	1.33334e+00	1.00000e-01
-1.81461e+00	5.00000e-02	5.02012e-01	5.00000e-02	9.73316e-01	1.00000e-01
-8.86842e-01	5.00000e-02	1.65157e-01	5.00000e-02	9.05729e-01	1.00000e-01
-6.88340e-01	5.00000e-02	9.56912e-02	5.00000e-02	9.76579e-01	1.00000e-01
-1.35000e+00	5.00000e-02	2.48686e-01	5.00000e-02	1.11471e+00	1.00000e-01
-9.66913e-01	5.00000e-02	1.77858e-01	5.00000e-02	8.84682e-01	1.00000e-01
-1.34203e+00	5.00000e-02	2.65586e-01	5.00000e-02	1.03276e+00	1.00000e-01
-4.94341e-01	5.00000e-02	6.16816e-02	5.00000e-02	7.63645e-01	1.00000e-01
-9.06670e-01	5.00000e-02	2.37682e-01	5.00000e-02	1.00290e+00	1.00000e-01
-9.73548e-01	5.00000e-02	3.47084e-01	5.00000e-02	1.05824e+00	1.00000e-01
-1.27317e+00	5.00000e-02	2.73205e-01	5.00000e-02	1.00903e+00	1.00000e-01
-1.92894e+00	5.00000e-02	3.67074e-01	5.00000e-02	1.05689e+00	1.00000e-01
-1.27085e+00	5.00000e-02	2.57377e-01	5.00000e-02	1.02737e+00	1.00000e-01
-1.06123e+00	5.00000e-02	3.21974e-01	5.00000e-02	9.44292e-01	1.00000e-01
-8.76220e-01	5.00000e-02	1.48060e-01	5.00000e-02	1.04261e+00	1.00000e-01
-1.67435e+00	5.00000e-02	4.41171e-01	5.00000e-02	8.88923e-01	1.00000e-01
-1.50350e+00	5.00000e-02	3.62315e-01	5.00000e-02	1.03301e+00	1.00000e-01
-1.72961e+00	5.00000e-02	3.36135e-01	5.00000e-02	1.13192e+00	1.00000e-01
-2.10838e+00	5.00000e-02	5.01364e-01	5.00000e-02	1.20122e+00	1.00000e-01
-4.61796e-01	5.00000e-02	-9.07208e-02	5.00000e-02	6.83242e-01	1.00000e-01
-7.77666e-01	5.00000e-02	2.45770e-01	5.00000e-02	1.04262e+00	1.00000e-01
-1.18893e+00	5.00000e-02	2.32703e-01	5.00000e-02	1.17542e+00	1.00000e-01
-2.25054e+00	5.00000e-02	3.58969e-01	5.00000e-02	1.06614e+00	1.00000e-01
-1.66370e+00	5.00000e-02	3.38405e-01	5.00000e-02	1.16198e+00	1.00000e-01
-9.23838e-01	5.00000e-02	1.24921e-01	5.00000e-02	1.01294e+00	1.00000e-01
-1.73040e+00	5.00000e-02	3.91979e-01	5.00000e-02	1.22109e+00	1.00000e-01
-1.44596e+00	5.00000e-02	3.71345e-01	5.00000e-02	1.13724e+00	1.00000e-01
-1.48907e+00	5.00000e-02	3.33724e-01	5.00000e-02	1.06382e+00	1.00000e-01
-4.13059e-01	5.00000e-02	-2.07274e-02	5.00000e-02	7.21556e-01	1.00000e-01
-1.94774e+00	5.00000e-02	4.45566e-01	5.00000e-02	1.23065e+00	1.00000e-01
-1.43255e+00	5.00000e-02	2.24439e-01	5.00000e-02	1.13849e+00	1.00000e-01
-9.68469e-01	5.00000e-02	2.47118e-01	5.00000e-02	1.04974e+00	1.00000e-01
-1.57278e+00	5.00000e-02	2.65684e-01	5.00000e-02	1.05417e+00	1.00000e-01
-9.05625e-01	5.00000e-02	1.75707e-01	5.00000e-02	8.95674e-01	1.00000e-01
-7.03480e-01	5.00000e-02	9.94431e-02	5.00000e-02	8.28863e-01	1.00000e-01
-9.36265e-01	5.00000e-02	2.25059e-01	5.00000e-02	1.05621e+00	1.00000e-01
-1.15312e+00	5.00000e-02	2.25574e-01	5.00000e-02	1.03429e+00	1.00000e-01
-1.07306e+00	5.00000e-02	8.61297e-02	5.00000e-02	1.00505e+00	1.00000e-01
-8.08301e-01	5.00000e-02	1.08687e-01	5.00000e-02	1.10026e+00	1.00000e-01
-7.08168e-01	5.00000e-02	1.71516e-01	5.00000e-02	9.45257e-01	1.00000e-01
-9.84532e-01	5.00000e-02	1.29421e-01	5.00000e-02	9.95904e-01	1.00000e-01
-7.07821e-01	5.00000e-02	3.77632e-02	5.00000e-02	8.90263e-01	1.00000e-01
-1.54612e+00	5.00000e-02	4.05039e-01	5.00000e-02	1.11640e+00	1.00000e-01
-1.84715e+00	5.00000e-02	3.70694e-01	5.00000e-02	1.09623e+00	1.00000e-01
-1.14617e+00	5.00000e-02	2.30093e-01	5.00000e-02	1.03297e+00	1.00000e-01
-7.52514e-01	5.00000e-02	1.03464e-01	5.00000e-02	9.17889e-01	1.00000e-01
-8.44900e-01	5.00000e-02	1.32807e-01	5.00000e-02	9.07118e-01	1.00000e-01
-2.63600e-01	5.00000e-02	-2.24636e-01	5.00000e-02	4.78613e-01	1.00000e-01
-1.11280e+00	5.00000e-02	2.90565e-01	5.00000e-02	9.90531e-01	1.00000e-01
-1.34524e+00	5.00000e-02	2.01220e-01	5.00000e-02	1.16893e+00	1.00000e-01
-1.17219e+00	5.00000e-02	2.02324e-01	5.00000e-02	1.10975e+00	1.00000e-01
