# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Log(age/Gyr)	Log(age/Gyr)_err
-7.54260e-01	5.00000e-02	9.52510e-02	5.00000e-02	1.00690e+00	5.00000e-01
-1.20500e+00	5.00000e-02	1.79698e-01	5.00000e-02	1.27001e+00	5.00000e-01
-1.20028e+00	5.00000e-02	2.03735e-01	5.00000e-02	1.33511e+00	5.00000e-01
-3.25073e-01	5.00000e-02	-4.50781e-02	5.00000e-02	6.43840e-01	5.00000e-01
-1.47533e+00	5.00000e-02	2.67952e-01	5.00000e-02	1.46048e+00	5.00000e-01
-1.16862e+00	5.00000e-02	1.55035e-01	5.00000e-02	1.00400e+00	5.00000e-01
-1.53329e+00	5.00000e-02	2.40702e-01	5.00000e-02	5.51805e-01	5.00000e-01
-7.67575e-01	5.00000e-02	1.06635e-01	5.00000e-02	1.01130e+00	5.00000e-01
-1.13225e+00	5.00000e-02	2.24977e-01	5.00000e-02	1.45481e+00	5.00000e-01
-5.73819e-01	5.00000e-02	-1.82178e-02	5.00000e-02	4.69611e-01	5.00000e-01
-9.65475e-01	5.00000e-02	2.04903e-01	5.00000e-02	2.16958e-01	5.00000e-01
-1.41698e+00	5.00000e-02	2.79705e-01	5.00000e-02	1.57252e+00	5.00000e-01
-9.34058e-01	5.00000e-02	1.47234e-01	5.00000e-02	1.23658e+00	5.00000e-01
-1.44211e+00	5.00000e-02	3.45133e-01	5.00000e-02	1.29535e+00	5.00000e-01
-5.54325e-01	5.00000e-02	1.21945e-02	5.00000e-02	9.31730e-01	5.00000e-01
-1.37689e+00	5.00000e-02	1.83517e-01	5.00000e-02	1.01138e+00	5.00000e-01
-7.95230e-01	5.00000e-02	1.18415e-01	5.00000e-02	4.38060e-01	5.00000e-01
-1.12501e+00	5.00000e-02	1.79704e-01	5.00000e-02	1.04198e+00	5.00000e-01
-1.24226e+00	5.00000e-02	2.65570e-01	5.00000e-02	1.37864e+00	5.00000e-01
-7.83996e-01	5.00000e-02	1.12580e-01	5.00000e-02	4.01412e-01	5.00000e-01
-1.26807e+00	5.00000e-02	2.48620e-01	5.00000e-02	1.68884e+00	5.00000e-01
-7.04129e-01	5.00000e-02	8.20313e-02	5.00000e-02	1.02305e+00	5.00000e-01
-7.10496e-01	5.00000e-02	1.09218e-01	5.00000e-02	7.57734e-01	5.00000e-01
-6.04851e-01	5.00000e-02	8.46765e-02	5.00000e-02	1.88281e-01	5.00000e-01
-6.63518e-01	5.00000e-02	-7.74991e-04	5.00000e-02	9.80523e-01	5.00000e-01
-1.13259e+00	5.00000e-02	1.94553e-01	5.00000e-02	6.83612e-01	5.00000e-01
-1.47448e+00	5.00000e-02	3.84211e-01	5.00000e-02	6.31827e-01	5.00000e-01
-1.13444e+00	5.00000e-02	1.43440e-01	5.00000e-02	1.45191e+00	5.00000e-01
-1.11562e+00	5.00000e-02	1.81098e-01	5.00000e-02	1.32720e+00	5.00000e-01
-2.02269e+00	5.00000e-02	3.59636e-01	5.00000e-02	7.54506e-01	5.00000e-01
-1.11925e+00	5.00000e-02	1.38851e-01	5.00000e-02	1.35373e-01	5.00000e-01
-9.80920e-01	5.00000e-02	2.40564e-01	5.00000e-02	6.59048e-01	5.00000e-01
-3.10595e-01	5.00000e-02	-8.56078e-02	5.00000e-02	-1.61622e-01	5.00000e-01
-1.45142e+00	5.00000e-02	2.71430e-01	5.00000e-02	1.33243e+00	5.00000e-01
-8.97122e-01	5.00000e-02	2.10175e-01	5.00000e-02	6.59515e-01	5.00000e-01
-1.05225e+00	5.00000e-02	2.41036e-01	5.00000e-02	1.56603e-01	5.00000e-01
-8.49632e-01	5.00000e-02	8.27302e-02	5.00000e-02	1.47482e+00	5.00000e-01
-1.10762e+00	5.00000e-02	2.18908e-01	5.00000e-02	7.25179e-01	5.00000e-01
-9.12089e-01	5.00000e-02	9.49631e-02	5.00000e-02	1.32004e+00	5.00000e-01
-3.95465e-01	5.00000e-02	-1.08254e-01	5.00000e-02	1.41042e+00	5.00000e-01
-1.36551e+00	5.00000e-02	3.69638e-01	5.00000e-02	6.73979e-01	5.00000e-01
-1.09007e+00	5.00000e-02	1.56007e-01	5.00000e-02	1.25889e+00	5.00000e-01
-8.43511e-01	5.00000e-02	2.07229e-01	5.00000e-02	5.83072e-01	5.00000e-01
-1.32869e+00	5.00000e-02	2.68407e-01	5.00000e-02	9.91911e-01	5.00000e-01
-8.75989e-01	5.00000e-02	1.76584e-01	5.00000e-02	-1.48195e-01	5.00000e-01
-1.47121e+00	5.00000e-02	2.98896e-01	5.00000e-02	7.82264e-01	5.00000e-01
-1.63067e+00	5.00000e-02	3.50962e-01	5.00000e-02	1.17407e+00	5.00000e-01
-8.88322e-01	5.00000e-02	2.45657e-01	5.00000e-02	1.15095e+00	5.00000e-01
-1.89771e-01	5.00000e-02	-1.45008e-01	5.00000e-02	1.04493e-01	5.00000e-01
-8.17294e-01	5.00000e-02	1.41162e-01	5.00000e-02	7.64162e-01	5.00000e-01
-1.27281e+00	5.00000e-02	3.08318e-01	5.00000e-02	1.43367e+00	5.00000e-01
-1.39602e+00	5.00000e-02	2.38222e-01	5.00000e-02	1.16987e+00	5.00000e-01
-1.34453e+00	5.00000e-02	3.68047e-01	5.00000e-02	1.02890e+00	5.00000e-01
-1.60128e+00	5.00000e-02	3.80498e-01	5.00000e-02	1.89096e+00	5.00000e-01
-9.66051e-01	5.00000e-02	2.11837e-01	5.00000e-02	7.30968e-01	5.00000e-01
-1.15270e+00	5.00000e-02	2.50581e-01	5.00000e-02	7.07947e-01	5.00000e-01
-1.31007e+00	5.00000e-02	2.76815e-01	5.00000e-02	7.40776e-01	5.00000e-01
-9.69215e-01	5.00000e-02	2.31561e-01	5.00000e-02	2.05433e+00	5.00000e-01
-1.95205e+00	5.00000e-02	3.44480e-01	5.00000e-02	1.20263e+00	5.00000e-01
-1.25429e+00	5.00000e-02	3.24509e-01	5.00000e-02	9.08225e-01	5.00000e-01
-5.87829e-01	5.00000e-02	4.41235e-02	5.00000e-02	3.02301e-01	5.00000e-01
-1.05919e+00	5.00000e-02	2.85057e-01	5.00000e-02	9.74545e-01	5.00000e-01
-8.25699e-01	5.00000e-02	1.30995e-01	5.00000e-02	3.02020e-01	5.00000e-01
-9.09428e-01	5.00000e-02	1.55840e-01	5.00000e-02	1.14454e+00	5.00000e-01
-9.06120e-01	5.00000e-02	1.92037e-01	5.00000e-02	8.77176e-01	5.00000e-01
