# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Log(age/Gyr)	Log(age/Gyr)_err
-8.39857e-01	5.00000e-01	8.34239e-01	5.00000e-01	7.59959e-01	1.00000e-01
-1.12219e+00	5.00000e-01	-1.77550e-01	5.00000e-01	8.15760e-01	1.00000e-01
-1.63730e+00	5.00000e-01	1.27961e-01	5.00000e-01	1.40561e+00	1.00000e-01
-1.17647e+00	5.00000e-01	-1.75276e-01	5.00000e-01	1.10870e+00	1.00000e-01
-1.44880e+00	5.00000e-01	8.99804e-01	5.00000e-01	9.62304e-01	1.00000e-01
-2.20232e+00	5.00000e-01	5.35881e-01	5.00000e-01	1.17539e+00	1.00000e-01
-1.59699e-01	5.00000e-01	-8.22706e-01	5.00000e-01	1.16312e+00	1.00000e-01
-2.70295e-01	5.00000e-01	1.08430e+00	5.00000e-01	1.03008e+00	1.00000e-01
-1.13888e+00	5.00000e-01	4.69466e-01	5.00000e-01	8.81468e-01	1.00000e-01
-1.50103e-01	5.00000e-01	-3.51598e-01	5.00000e-01	8.11775e-01	1.00000e-01
-9.43940e-01	5.00000e-01	8.55510e-01	5.00000e-01	1.06159e+00	1.00000e-01
-1.37872e+00	5.00000e-01	5.18505e-01	5.00000e-01	1.08323e+00	1.00000e-01
-1.16432e+00	5.00000e-01	5.39238e-01	5.00000e-01	9.12950e-01	1.00000e-01
-5.41311e-01	5.00000e-01	2.74657e-01	5.00000e-01	1.10790e+00	1.00000e-01
-7.69592e-01	5.00000e-01	-4.05278e-01	5.00000e-01	8.55000e-01	1.00000e-01
-1.60316e+00	5.00000e-01	3.98801e-01	5.00000e-01	1.16145e+00	1.00000e-01
-5.05659e-01	5.00000e-01	-3.49490e-01	5.00000e-01	9.43559e-01	1.00000e-01
-7.76277e-01	5.00000e-01	3.51385e-01	5.00000e-01	1.09177e+00	1.00000e-01
-1.54479e+00	5.00000e-01	2.84377e-02	5.00000e-01	1.10376e+00	1.00000e-01
-2.86223e+00	5.00000e-01	2.67792e-01	5.00000e-01	1.08214e+00	1.00000e-01
-6.76257e-01	5.00000e-01	8.94630e-03	5.00000e-01	1.05389e+00	1.00000e-01
-3.18161e-01	5.00000e-01	-2.23308e-01	5.00000e-01	8.20206e-01	1.00000e-01
-1.15715e+00	5.00000e-01	1.31509e+00	5.00000e-01	9.43408e-01	1.00000e-01
-5.73970e-01	5.00000e-01	7.12351e-01	5.00000e-01	1.02192e+00	1.00000e-01
-1.10265e+00	5.00000e-01	4.30242e-01	5.00000e-01	9.36674e-01	1.00000e-01
-1.08438e+00	5.00000e-01	1.32636e-01	5.00000e-01	1.08636e+00	1.00000e-01
