# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Log(age/Gyr)	Log(age/Gyr)_err
-4.10326e-01	5.00000e-02	-3.70552e-02	5.00000e-02	7.34627e-01	1.00000e-01
-6.39815e-01	5.00000e-02	5.58772e-02	5.00000e-02	9.53193e-01	1.00000e-01
-8.56570e-01	5.00000e-02	1.01800e-01	5.00000e-02	1.13668e+00	1.00000e-01
-3.49872e-01	5.00000e-02	-1.15021e-01	5.00000e-02	7.50686e-01	1.00000e-01
-2.19453e+00	5.00000e-02	3.09237e-01	5.00000e-02	9.98334e-01	1.00000e-01
-1.34432e+00	5.00000e-02	2.59379e-01	5.00000e-02	1.21658e+00	1.00000e-01
-1.45408e+00	5.00000e-02	2.62931e-01	5.00000e-02	1.12541e+00	1.00000e-01
-7.83235e-01	5.00000e-02	1.33618e-01	5.00000e-02	1.01637e+00	1.00000e-01
-9.56656e-01	5.00000e-02	2.20208e-01	5.00000e-02	1.06618e+00	1.00000e-01
-8.38010e-01	5.00000e-02	1.82489e-01	5.00000e-02	1.03104e+00	1.00000e-01
-4.96562e-01	5.00000e-02	5.20835e-02	5.00000e-02	7.71030e-01	1.00000e-01
-9.27601e-01	5.00000e-02	1.25210e-01	5.00000e-02	8.53238e-01	1.00000e-01
-9.80800e-01	5.00000e-02	1.79605e-01	5.00000e-02	8.80312e-01	1.00000e-01
-9.68371e-01	5.00000e-02	2.37374e-01	5.00000e-02	7.71015e-01	1.00000e-01
-1.41257e+00	5.00000e-02	2.72717e-01	5.00000e-02	1.15885e+00	1.00000e-01
-4.28279e-01	5.00000e-02	-8.62288e-02	5.00000e-02	5.92635e-01	1.00000e-01
-7.51912e-01	5.00000e-02	1.37635e-01	5.00000e-02	1.04803e+00	1.00000e-01
-6.55801e-01	5.00000e-02	1.22165e-01	5.00000e-02	7.92273e-01	1.00000e-01
-1.14114e+00	5.00000e-02	2.81944e-01	5.00000e-02	1.12113e+00	1.00000e-01
-7.25202e-01	5.00000e-02	-1.74661e-02	5.00000e-02	8.22930e-01	1.00000e-01
-1.55801e+00	5.00000e-02	2.90304e-01	5.00000e-02	8.84816e-01	1.00000e-01
-1.61528e+00	5.00000e-02	3.68974e-01	5.00000e-02	1.03493e+00	1.00000e-01
-8.06323e-01	5.00000e-02	3.77211e-02	5.00000e-02	9.74839e-01	1.00000e-01
-8.16912e-01	5.00000e-02	1.53463e-01	5.00000e-02	1.02237e+00	1.00000e-01
-8.48602e-01	5.00000e-02	1.00888e-01	5.00000e-02	1.24633e+00	1.00000e-01
-9.56464e-01	5.00000e-02	1.75387e-01	5.00000e-02	1.04406e+00	1.00000e-01
-1.15693e+00	5.00000e-02	1.67899e-01	5.00000e-02	9.85194e-01	1.00000e-01
-4.61487e-01	5.00000e-02	-5.76023e-02	5.00000e-02	8.40536e-01	1.00000e-01
-9.38802e-01	5.00000e-02	2.64332e-01	5.00000e-02	9.74339e-01	1.00000e-01
-6.20714e-01	5.00000e-02	1.74504e-01	5.00000e-02	9.94039e-01	1.00000e-01
