# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Log(age/Gyr)	Log(age/Gyr)_err
-5.56216e-01	1.00000e-02	4.34798e-02	1.00000e-02	8.02588e-01	1.00000e-01
-3.98801e-01	1.00000e-02	-7.11141e-02	1.00000e-02	6.29557e-01	1.00000e-01
-7.98713e-01	1.00000e-02	1.20793e-01	1.00000e-02	8.95704e-01	1.00000e-01
-8.19302e-01	1.00000e-02	1.33250e-01	1.00000e-02	1.03542e+00	1.00000e-01
-1.40536e+00	1.00000e-02	3.00220e-01	1.00000e-02	1.00068e+00	1.00000e-01
-6.09541e-01	1.00000e-02	3.60405e-02	1.00000e-02	8.39032e-01	1.00000e-01
-1.24636e+00	1.00000e-02	2.76976e-01	1.00000e-02	1.12424e+00	1.00000e-01
-1.53175e+00	1.00000e-02	3.23148e-01	1.00000e-02	1.10031e+00	1.00000e-01
-1.07465e+00	1.00000e-02	2.12428e-01	1.00000e-02	1.16922e+00	1.00000e-01
-1.64688e+00	1.00000e-02	3.45022e-01	1.00000e-02	1.07854e+00	1.00000e-01
-3.93785e-01	1.00000e-02	-6.22668e-02	1.00000e-02	5.93866e-01	1.00000e-01
-1.34374e+00	1.00000e-02	2.90948e-01	1.00000e-02	1.11990e+00	1.00000e-01
-2.14718e+00	1.00000e-02	4.34097e-01	1.00000e-02	1.11513e+00	1.00000e-01
-1.11885e+00	1.00000e-02	2.29612e-01	1.00000e-02	1.02599e+00	1.00000e-01
-1.16957e+00	1.00000e-02	2.37031e-01	1.00000e-02	9.39289e-01	1.00000e-01
-1.71608e+00	1.00000e-02	3.60365e-01	1.00000e-02	9.94736e-01	1.00000e-01
-6.41790e-01	1.00000e-02	6.69523e-02	1.00000e-02	9.39378e-01	1.00000e-01
-1.70396e+00	1.00000e-02	3.36165e-01	1.00000e-02	1.05414e+00	1.00000e-01
-1.59552e+00	1.00000e-02	3.44527e-01	1.00000e-02	9.83093e-01	1.00000e-01
-1.61256e+00	1.00000e-02	3.24544e-01	1.00000e-02	1.24189e+00	1.00000e-01
-7.01409e-01	1.00000e-02	1.08769e-01	1.00000e-02	1.12229e+00	1.00000e-01
-1.22345e+00	1.00000e-02	2.57565e-01	1.00000e-02	1.02426e+00	1.00000e-01
-1.51207e+00	1.00000e-02	3.49321e-01	1.00000e-02	1.10746e+00	1.00000e-01
-6.79021e-01	1.00000e-02	8.94757e-02	1.00000e-02	9.51396e-01	1.00000e-01
-1.08646e+00	1.00000e-02	2.08621e-01	1.00000e-02	1.00009e+00	1.00000e-01
-3.98787e-01	1.00000e-02	-3.85110e-02	1.00000e-02	6.80969e-01	1.00000e-01
-1.14178e+00	1.00000e-02	2.23276e-01	1.00000e-02	1.15041e+00	1.00000e-01
-9.56890e-01	1.00000e-02	1.79458e-01	1.00000e-02	1.05482e+00	1.00000e-01
