# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Log(age/Gyr)	Log(age/Gyr)_err
-1.31193e+00	2.00000e-01	1.21894e-01	2.00000e-01	9.22583e-01	1.00000e-01
-9.71991e-01	2.00000e-01	1.59119e-01	2.00000e-01	1.08730e+00	1.00000e-01
-1.16830e+00	2.00000e-01	5.80467e-02	2.00000e-01	1.02544e+00	1.00000e-01
-8.33481e-01	2.00000e-01	-2.23723e-02	2.00000e-01	6.91250e-01	1.00000e-01
-5.53268e-01	2.00000e-01	-2.44013e-01	2.00000e-01	7.70941e-01	1.00000e-01
-7.65963e-01	2.00000e-01	2.16649e-01	2.00000e-01	8.01725e-01	1.00000e-01
-2.57568e-01	2.00000e-01	3.10624e-01	2.00000e-01	5.37386e-01	1.00000e-01
-4.91970e-01	2.00000e-01	3.54587e-02	2.00000e-01	5.82937e-01	1.00000e-01
-7.80351e-01	2.00000e-01	-1.43031e-01	2.00000e-01	9.15853e-01	1.00000e-01
-1.07437e+00	2.00000e-01	3.51127e-02	2.00000e-01	8.34748e-01	1.00000e-01
-3.46436e-01	2.00000e-01	9.83521e-02	2.00000e-01	8.18953e-01	1.00000e-01
-1.64631e+00	2.00000e-01	-1.50420e-02	2.00000e-01	1.16324e+00	1.00000e-01
-1.79616e+00	2.00000e-01	1.01153e-01	2.00000e-01	1.09716e+00	1.00000e-01
-5.97822e-01	2.00000e-01	1.93920e-01	2.00000e-01	7.87505e-01	1.00000e-01
-9.64538e-01	2.00000e-01	3.52844e-01	2.00000e-01	1.14465e+00	1.00000e-01
-1.00477e+00	2.00000e-01	3.88214e-01	2.00000e-01	1.03670e+00	1.00000e-01
-5.69670e-01	2.00000e-01	1.94304e-01	2.00000e-01	6.02550e-01	1.00000e-01
-8.42408e-01	2.00000e-01	1.37137e-01	2.00000e-01	1.13195e+00	1.00000e-01
-6.15936e-01	2.00000e-01	3.31533e-01	2.00000e-01	7.86269e-01	1.00000e-01
-7.24453e-01	2.00000e-01	1.30396e-01	2.00000e-01	7.82888e-01	1.00000e-01
-6.25999e-01	2.00000e-01	-6.88485e-02	2.00000e-01	9.87433e-01	1.00000e-01
-1.34406e+00	2.00000e-01	2.55350e-01	2.00000e-01	1.30902e+00	1.00000e-01
-7.93497e-01	2.00000e-01	1.31654e-01	2.00000e-01	1.01049e+00	1.00000e-01
-1.23562e+00	2.00000e-01	2.35509e-01	2.00000e-01	1.17204e+00	1.00000e-01
-1.70871e+00	2.00000e-01	4.08802e-02	2.00000e-01	1.03022e+00	1.00000e-01
-1.06911e+00	2.00000e-01	1.56081e-01	2.00000e-01	8.07667e-01	1.00000e-01
-8.75765e-01	2.00000e-01	3.77134e-02	2.00000e-01	9.13143e-01	1.00000e-01
-1.70775e+00	2.00000e-01	9.24287e-02	2.00000e-01	1.10233e+00	1.00000e-01
-3.37109e-01	2.00000e-01	6.51267e-02	2.00000e-01	4.91419e-01	1.00000e-01
-1.60471e+00	2.00000e-01	6.18021e-01	2.00000e-01	1.00297e+00	1.00000e-01
-8.49944e-01	2.00000e-01	3.06847e-02	2.00000e-01	1.07551e+00	1.00000e-01
-1.75464e+00	2.00000e-01	1.40367e-01	2.00000e-01	1.15232e+00	1.00000e-01
-9.02369e-01	2.00000e-01	7.66776e-02	2.00000e-01	8.88028e-01	1.00000e-01
-6.18288e-01	2.00000e-01	2.44041e-01	2.00000e-01	1.05132e+00	1.00000e-01
-1.13096e+00	2.00000e-01	1.53407e-01	2.00000e-01	9.52409e-01	1.00000e-01
-9.15707e-01	2.00000e-01	8.25663e-02	2.00000e-01	1.07343e+00	1.00000e-01
-8.00100e-01	2.00000e-01	1.88398e-01	2.00000e-01	8.52017e-01	1.00000e-01
-1.82792e-01	2.00000e-01	3.54405e-01	2.00000e-01	7.65688e-01	1.00000e-01
-5.40997e-01	2.00000e-01	1.16458e-01	2.00000e-01	6.69663e-01	1.00000e-01
-1.56689e+00	2.00000e-01	1.56177e-01	2.00000e-01	1.04027e+00	1.00000e-01
-5.60117e-01	2.00000e-01	-3.76567e-01	2.00000e-01	1.06763e+00	1.00000e-01
-2.20352e+00	2.00000e-01	8.47615e-02	2.00000e-01	9.74979e-01	1.00000e-01
-1.40286e+00	2.00000e-01	3.06496e-01	2.00000e-01	1.31505e+00	1.00000e-01
-1.10231e+00	2.00000e-01	1.27923e-01	2.00000e-01	7.24694e-01	1.00000e-01
-1.72176e+00	2.00000e-01	1.12650e-01	2.00000e-01	1.01130e+00	1.00000e-01
-8.37871e-01	2.00000e-01	-1.20074e-02	2.00000e-01	8.56214e-01	1.00000e-01
-1.80440e+00	2.00000e-01	6.46997e-01	2.00000e-01	1.20884e+00	1.00000e-01
-9.10445e-01	2.00000e-01	3.66082e-01	2.00000e-01	8.60960e-01	1.00000e-01
-5.92716e-01	2.00000e-01	4.35313e-02	2.00000e-01	7.36003e-01	1.00000e-01
-6.74813e-01	2.00000e-01	1.58858e-01	2.00000e-01	9.77822e-01	1.00000e-01
-9.53069e-01	2.00000e-01	4.15521e-01	2.00000e-01	1.15158e+00	1.00000e-01
-6.72960e-01	2.00000e-01	-1.72476e-01	2.00000e-01	6.92384e-01	1.00000e-01
-6.74468e-01	2.00000e-01	2.49990e-01	2.00000e-01	1.01986e+00	1.00000e-01
-8.06700e-01	2.00000e-01	3.58539e-01	2.00000e-01	9.31646e-01	1.00000e-01
-3.26092e-01	2.00000e-01	-2.76560e-01	2.00000e-01	6.68253e-01	1.00000e-01
-8.92506e-01	2.00000e-01	-2.27636e-03	2.00000e-01	9.59483e-01	1.00000e-01
-1.03482e+00	2.00000e-01	1.10854e-01	2.00000e-01	8.70784e-01	1.00000e-01
-5.48528e-01	2.00000e-01	2.04869e-01	2.00000e-01	9.49453e-01	1.00000e-01
-5.15928e-01	2.00000e-01	6.89179e-02	2.00000e-01	7.27953e-01	1.00000e-01
-3.55195e-01	2.00000e-01	1.97992e-01	2.00000e-01	9.66619e-01	1.00000e-01
-4.15916e-01	2.00000e-01	3.18408e-01	2.00000e-01	8.02932e-01	1.00000e-01
-1.71482e+00	2.00000e-01	3.74049e-01	2.00000e-01	1.14784e+00	1.00000e-01
-1.30250e+00	2.00000e-01	5.77090e-01	2.00000e-01	1.04692e+00	1.00000e-01
-8.11635e-01	2.00000e-01	2.40135e-01	2.00000e-01	7.62604e-01	1.00000e-01
-1.22875e+00	2.00000e-01	-4.50701e-02	2.00000e-01	1.07442e+00	1.00000e-01
-9.00061e-01	2.00000e-01	-1.20273e-01	2.00000e-01	1.02733e+00	1.00000e-01
-6.90738e-01	2.00000e-01	1.60642e-01	2.00000e-01	9.90991e-01	1.00000e-01
-1.14110e+00	2.00000e-01	7.10246e-01	2.00000e-01	8.59108e-01	1.00000e-01
-5.81804e-01	2.00000e-01	3.20956e-02	2.00000e-01	8.06285e-01	1.00000e-01
-1.01442e+00	2.00000e-01	5.87139e-01	2.00000e-01	9.28304e-01	1.00000e-01
-1.74770e+00	2.00000e-01	4.60196e-01	2.00000e-01	1.11197e+00	1.00000e-01
-4.00220e-01	2.00000e-01	-1.08823e-01	2.00000e-01	6.70695e-01	1.00000e-01
-1.13280e+00	2.00000e-01	3.06118e-01	2.00000e-01	8.58938e-01	1.00000e-01
-8.28765e-01	2.00000e-01	-2.07383e-02	2.00000e-01	9.76352e-01	1.00000e-01
-7.42355e-01	2.00000e-01	5.03297e-01	2.00000e-01	8.44366e-01	1.00000e-01
-1.19295e-01	2.00000e-01	4.10698e-01	2.00000e-01	5.98275e-01	1.00000e-01
-7.04138e-01	2.00000e-01	3.27474e-02	2.00000e-01	9.25325e-01	1.00000e-01
-2.49520e+00	2.00000e-01	5.15376e-01	2.00000e-01	9.72305e-01	1.00000e-01
-1.67222e+00	2.00000e-01	1.90942e-01	2.00000e-01	1.11454e+00	1.00000e-01
