# [Fe/H]	[Fe/H]_err	[O/Fe]	[O/Fe]_err	Log(age/Gyr)	Log(age/Gyr)_err
-5.89208e-01	5.00000e-02	1.14710e-02	5.00000e-02	8.57484e-01	1.00000e-01
-1.27341e+00	5.00000e-02	2.58207e-01	5.00000e-02	1.24655e+00	1.00000e-01
-1.09088e+00	5.00000e-02	1.42780e-01	5.00000e-02	1.03143e+00	1.00000e-01
-6.50691e-01	5.00000e-02	5.67859e-02	5.00000e-02	8.74560e-01	1.00000e-01
-4.71022e-01	5.00000e-02	2.44380e-02	5.00000e-02	7.95456e-01	1.00000e-01
-9.18566e-01	5.00000e-02	9.56126e-02	5.00000e-02	9.38092e-01	1.00000e-01
-9.32126e-01	5.00000e-02	1.45479e-01	5.00000e-02	1.04442e+00	1.00000e-01
-1.30938e+00	5.00000e-02	2.84575e-01	5.00000e-02	1.13998e+00	1.00000e-01
-1.24047e+00	5.00000e-02	2.38909e-01	5.00000e-02	1.01374e+00	1.00000e-01
-1.08815e+00	5.00000e-02	1.96024e-01	5.00000e-02	9.63656e-01	1.00000e-01
-1.19141e+00	5.00000e-02	2.06585e-01	5.00000e-02	1.03775e+00	1.00000e-01
-1.02414e+00	5.00000e-02	1.53585e-01	5.00000e-02	1.07915e+00	1.00000e-01
-1.04347e+00	5.00000e-02	2.14521e-01	5.00000e-02	9.97981e-01	1.00000e-01
-2.29465e+00	5.00000e-02	4.30651e-01	5.00000e-02	1.02509e+00	1.00000e-01
-8.29704e-01	5.00000e-02	1.36822e-01	5.00000e-02	9.60937e-01	1.00000e-01
-6.96239e-01	5.00000e-02	1.11431e-02	5.00000e-02	8.92460e-01	1.00000e-01
-8.15995e-01	5.00000e-02	1.89777e-01	5.00000e-02	1.05989e+00	1.00000e-01
-1.13252e+00	5.00000e-02	1.62992e-01	5.00000e-02	1.14089e+00	1.00000e-01
-6.36009e-01	5.00000e-02	4.85173e-02	5.00000e-02	8.10571e-01	1.00000e-01
-1.08141e+00	5.00000e-02	2.27033e-01	5.00000e-02	9.27752e-01	1.00000e-01
-1.46759e+00	5.00000e-02	3.06278e-01	5.00000e-02	9.97078e-01	1.00000e-01
-9.43103e-01	5.00000e-02	1.90010e-01	5.00000e-02	1.11064e+00	1.00000e-01
-9.25075e-01	5.00000e-02	2.11570e-01	5.00000e-02	1.00476e+00	1.00000e-01
-8.07535e-01	5.00000e-02	1.34625e-01	5.00000e-02	8.63035e-01	1.00000e-01
-1.00739e+00	5.00000e-02	1.81199e-01	5.00000e-02	1.02693e+00	1.00000e-01
-1.26473e+00	5.00000e-02	2.76043e-01	5.00000e-02	1.23289e+00	1.00000e-01
-1.50581e+00	5.00000e-02	3.19711e-01	5.00000e-02	1.06808e+00	1.00000e-01
-8.42809e-01	5.00000e-02	6.11624e-02	5.00000e-02	8.14910e-01	1.00000e-01
-1.13229e+00	5.00000e-02	2.54158e-01	5.00000e-02	1.09588e+00	1.00000e-01
-7.49414e-01	5.00000e-02	1.67449e-01	5.00000e-02	9.27795e-01	1.00000e-01
-1.55684e+00	5.00000e-02	3.00122e-01	5.00000e-02	1.27277e+00	1.00000e-01
-9.90308e-01	5.00000e-02	1.94825e-01	5.00000e-02	1.12591e+00	1.00000e-01
-1.48126e+00	5.00000e-02	2.63877e-01	5.00000e-02	9.86293e-01	1.00000e-01
-1.15206e+00	5.00000e-02	2.85627e-01	5.00000e-02	1.00154e+00	1.00000e-01
-4.06106e-01	5.00000e-02	9.97198e-02	5.00000e-02	8.13992e-01	1.00000e-01
-1.39311e+00	5.00000e-02	2.50045e-01	5.00000e-02	1.02634e+00	1.00000e-01
-7.08385e-01	5.00000e-02	1.42159e-01	5.00000e-02	9.81983e-01	1.00000e-01
-1.94735e+00	5.00000e-02	3.54808e-01	5.00000e-02	1.10165e+00	1.00000e-01
-1.43712e+00	5.00000e-02	3.58812e-01	5.00000e-02	9.10300e-01	1.00000e-01
-4.08236e-01	5.00000e-02	-8.82808e-02	5.00000e-02	6.70492e-01	1.00000e-01
-7.68009e-01	5.00000e-02	2.71907e-01	5.00000e-02	1.11054e+00	1.00000e-01
-1.34664e+00	5.00000e-02	3.16894e-01	5.00000e-02	1.14913e+00	1.00000e-01
-1.36371e+00	5.00000e-02	2.89466e-01	5.00000e-02	1.16363e+00	1.00000e-01
-1.60463e+00	5.00000e-02	3.97554e-01	5.00000e-02	1.10964e+00	1.00000e-01
-5.75489e-01	5.00000e-02	1.65564e-01	5.00000e-02	7.30709e-01	1.00000e-01
-2.07694e+00	5.00000e-02	4.35247e-01	5.00000e-02	9.78906e-01	1.00000e-01
-2.68371e+00	5.00000e-02	4.55664e-01	5.00000e-02	9.46497e-01	1.00000e-01
-1.49907e+00	5.00000e-02	3.95403e-01	5.00000e-02	1.06961e+00	1.00000e-01
-7.73361e-01	5.00000e-02	2.56418e-01	5.00000e-02	6.54764e-01	1.00000e-01
-7.53144e-01	5.00000e-02	1.09213e-01	5.00000e-02	7.82582e-01	1.00000e-01
-9.62239e-01	5.00000e-02	1.74569e-01	5.00000e-02	1.06812e+00	1.00000e-01
-7.08420e-01	5.00000e-02	4.26062e-02	5.00000e-02	9.41597e-01	1.00000e-01
-7.25777e-01	5.00000e-02	1.34125e-01	5.00000e-02	9.20124e-01	1.00000e-01
-1.60204e+00	5.00000e-02	2.82004e-01	5.00000e-02	1.10148e+00	1.00000e-01
-1.08543e+00	5.00000e-02	2.78749e-01	5.00000e-02	1.22886e+00	1.00000e-01
-5.53223e-01	5.00000e-02	4.68358e-02	5.00000e-02	1.00513e+00	1.00000e-01
-8.33515e-01	5.00000e-02	1.20146e-01	5.00000e-02	9.94840e-01	1.00000e-01
-1.14033e+00	5.00000e-02	2.92692e-01	5.00000e-02	9.61618e-01	1.00000e-01
-1.33338e+00	5.00000e-02	2.68593e-01	5.00000e-02	1.16811e+00	1.00000e-01
-1.17060e+00	5.00000e-02	2.39631e-01	5.00000e-02	1.08955e+00	1.00000e-01
-8.80326e-01	5.00000e-02	1.63958e-01	5.00000e-02	9.74775e-01	1.00000e-01
-9.61224e-01	5.00000e-02	1.49109e-01	5.00000e-02	9.26971e-01	1.00000e-01
-6.32908e-01	5.00000e-02	9.60121e-02	5.00000e-02	7.76774e-01	1.00000e-01
-8.77064e-01	5.00000e-02	1.25999e-01	5.00000e-02	1.05930e+00	1.00000e-01
-1.75069e+00	5.00000e-02	3.90723e-01	5.00000e-02	1.11003e+00	1.00000e-01
-1.12504e+00	5.00000e-02	3.10170e-01	5.00000e-02	1.01132e+00	1.00000e-01
-9.29078e-01	5.00000e-02	1.25443e-01	5.00000e-02	9.33047e-01	1.00000e-01
-1.45010e+00	5.00000e-02	4.00075e-01	5.00000e-02	1.06001e+00	1.00000e-01
-1.28571e+00	5.00000e-02	2.70017e-01	5.00000e-02	8.76914e-01	1.00000e-01
-1.04920e+00	5.00000e-02	3.08620e-01	5.00000e-02	1.02213e+00	1.00000e-01
