   -1.0833    0.0397    0.2337    0.0378 -999.0000    0.0500
   -0.8451    0.0719    0.1184    0.0482    9.9746    0.0500
   -1.7668    0.0777    0.3059    0.0645   10.0530    0.0500
   -0.8797    0.0773    0.2026    0.0584    9.9929    0.0500
   -0.8799    0.0600    0.0568    0.0364    9.9792    0.0500
   -1.3786    0.0478    0.2275    0.0372 -999.0000    0.0500
   -1.8930    0.0629    0.5489    0.0427   10.1208    0.0500
   -1.8884    0.0785    0.1730    0.0859 -999.0000    0.0500
   -0.8378    0.0388    0.2477    0.0266 -999.0000    0.0500
   -1.3093    0.0832    0.2863    0.0681    9.9115    0.0500
   -0.7058    0.0521    0.1623    0.0281 -999.0000    0.0500
   -0.4548    0.0393    0.0852    0.0371 -999.0000    0.0500
   -1.2752    0.0699    0.1733    0.0605   10.1019    0.0500
   -1.3482    0.0462    0.3547    0.0529 -999.0000    0.0500
   -0.9479    0.0208    0.0621    0.0210 -999.0000    0.0500
   -0.7078    0.0586    0.1929    0.0371 -999.0000    0.0500
   -1.6173    0.0684    0.3511    0.0520   10.1277    0.0500
   -1.3026    0.0570    0.2098    0.0426 -999.0000    0.0500
   -1.0152    0.0511    0.2150    0.0562   10.0367    0.0500
   -1.8560    0.0720    0.2271    0.1019 -999.0000    0.0500
   -1.1988    0.0494    0.2002    0.0486 -999.0000    0.0500
   -1.8051    0.0977    0.2023    0.0985   10.1064    0.0500
   -2.1069    0.0894    0.5121    0.0650   10.0500    0.0500
   -0.7866    0.0540    0.1221    0.0444 -999.0000    0.0500
   -0.9275    0.0833    0.1302    0.0465   10.0129    0.0500
   -1.8542    0.0496    0.4068    0.0781 -999.0000    0.0500
   -0.7863    0.0366    0.1823    0.0293 -999.0000    0.0500
   -0.4892    0.0334    0.0277    0.0351 -999.0000    0.0500
   -1.2649    0.0496    0.0516    0.0495 -999.0000    0.0500
   -1.2502    0.0339    0.2871    0.0362 -999.0000    0.0500
   -1.5457    0.0748    0.4451    0.0561 -999.0000    0.0500
   -1.0214    0.0381    0.1867    0.0308 -999.0000    0.0500
   -0.7529    0.0290    0.1306    0.0307 -999.0000    0.0500
   -0.8931    0.0322    0.2151    0.0256   10.0210    0.0500
   -0.7446    0.0553    0.1191    0.0423 -999.0000    0.0500
   -1.4660    0.0569    0.2973    0.0427   10.1071    0.0500
   -1.3822    0.0722    0.2234    0.0746   10.1115    0.0500
   -0.7273    0.0379    0.1213    0.0361   10.0483    0.0500
   -0.8066    0.0316    0.0749    0.0276 -999.0000    0.0500
   -1.8654    0.0614    0.3853    0.0898   10.1081    0.0500
   -1.0644    0.0355    0.4000    0.0238 -999.0000    0.0500
   -1.0726    0.0414    0.1384    0.0427   10.0859    0.0500
   -0.9685    0.0444    0.2238    0.0434 -999.0000    0.0500
   -1.3648    0.0741    0.3965    0.0504   10.0518    0.0500
   -0.9961    0.0554    0.1098    0.0597 -999.0000    0.0500
   -1.1441    0.0600    0.2623    0.0569    9.9301    0.0500
   -1.0356    0.0461    0.1785    0.0495 -999.0000    0.0500
   -0.9026    0.0289    0.1841    0.0205 -999.0000    0.0500
   -1.0975    0.0238    0.2793    0.0269 -999.0000    0.0500
   -1.3328    0.0658    0.2559    0.0606    9.9749    0.0500
   -1.1017    0.0573    0.2876    0.0521    9.9927    0.0500
   -1.6312    0.0461    0.1962    0.0549 -999.0000    0.0500
   -0.9279    0.0578    0.1571    0.0401    9.9622    0.0500
   -2.4746    0.1191    0.4301    0.0864   10.1196    0.0500
   -0.8620    0.0682    0.1421    0.0417    9.9594    0.0500
   -2.2198    0.0624    0.4340    0.0769 -999.0000    0.0500
   -1.2366    0.0394    0.1533    0.0390 -999.0000    0.0500
   -1.0870    0.0472    0.2564    0.0538 -999.0000    0.0500
   -1.0753    0.0491    0.2754    0.0588 -999.0000    0.0500
   -1.1702    0.0412    0.1210    0.0334 -999.0000    0.0500
   -1.2216    0.0503    0.2947    0.0419   10.1032    0.0500
   -0.6453    0.0353    0.0055    0.0343   10.0787    0.0500
   -1.3253    0.0432    0.2294    0.0507 -999.0000    0.0500
   -1.6538    0.0417    0.3343    0.0589 -999.0000    0.0500
   -1.3340    0.0526    0.1270    0.0692 -999.0000    0.0500
   -0.9107    0.0344    0.1832    0.0306 -999.0000    0.0500
   -1.2887    0.0457    0.1750    0.0599 -999.0000    0.0500
   -1.5216    0.0678    0.2928    0.0764   10.1177    0.0500
   -1.3675    0.0359    0.2819    0.0434 -999.0000    0.0500
   -1.1073    0.0491    0.2503    0.0404    9.9566    0.0500
   -1.2113    0.0405    0.1951    0.0415 -999.0000    0.0500
   -2.1234    0.0846    0.4480    0.0812 -999.0000    0.0500
   -1.2180    0.0667    0.2336    0.0546    9.9886    0.0500
   -0.8065    0.0551    0.1434    0.0358    9.9935    0.0500
   -0.8413    0.0429    0.2485    0.0316 -999.0000    0.0500
   -0.6639    0.0448    0.1236    0.0442   10.0778    0.0500
