   -0.4889    0.0465    0.3944    0.0374    9.7647    0.1000
   -1.1843    0.1534    0.1555    0.0923   10.0771    0.1000
   -0.6619    0.0557    0.3196    0.0382 -999.0000    0.1000
   -0.7964    0.0850    0.2219    0.0664    9.8983    0.1000
   -1.2840    0.0992    0.3181    0.0954   10.0230    0.1000
   -1.3808    0.1373    0.2970    0.0905    9.9801    0.1000
   -1.0833    0.0397    0.2337    0.0378 -999.0000    0.1000
   -0.5479    0.0396    0.2776    0.0275    9.9657    0.1000
   -0.8451    0.0719    0.1184    0.0482    9.9746    0.1000
   -1.6408    0.0778    0.2427    0.0650 -999.0000    0.1000
   -0.1066    0.0455    0.2558    0.0362   10.0571    0.1000
   -1.0714    0.0799    0.1402    0.0750    9.9739    0.1000
   -1.7668    0.0777    0.3059    0.0645   10.0530    0.1000
   -1.1595    0.0657    0.1007    0.0719 -999.0000    0.1000
   -1.8330    0.0747    0.2281    0.0784 -999.0000    0.1000
   -1.2539    0.0859    0.3264    0.0967   10.0974    0.1000
   -0.7222    0.0366    0.1394    0.0319 -999.0000    0.1000
   -0.8797    0.0773    0.2026    0.0584    9.9929    0.1000
   -1.0512    0.0881    0.1394    0.0750   10.0302    0.1000
   -1.1782    0.0719    0.2895    0.0590 -999.0000    0.1000
   -1.3883    0.0756    0.3515    0.0941   10.0700    0.1000
   -0.5591    0.0245    0.3766    0.0180 -999.0000    0.1000
   -2.2152    0.0793    0.4079    0.1017 -999.0000    0.1000
    0.1786    0.0251    0.1310    0.0306 -999.0000    0.1000
   -0.3615    0.0255    0.3993    0.0210 -999.0000    0.1000
   -0.8799    0.0600    0.0568    0.0364    9.9792    0.1000
   -2.0430    0.0649    0.1932    0.0657 -999.0000    0.1000
   -0.9833    0.0610    0.3816    0.0448 -999.0000    0.1000
   -0.5871    0.0368    0.3132    0.0382 -999.0000    0.1000
   -0.9987    0.0723    0.2576    0.0793   10.0015    0.1000
   -1.3786    0.0478    0.2275    0.0372 -999.0000    0.1000
   -1.2681    0.0764    0.1714    0.0816   10.1237    0.1000
   -2.1339    0.0768    0.1900    0.0852 -999.0000    0.1000
   -1.8930    0.0629    0.5489    0.0427   10.1208    0.1000
   -1.1781    0.0822    0.3678    0.0746   10.0837    0.1000
   -0.6741    0.0359    0.4116    0.0287 -999.0000    0.1000
   -1.8884    0.0785    0.1730    0.0859 -999.0000    0.1000
   -1.4678    0.0948    0.0691    0.0935 -999.0000    0.1000
   -0.8378    0.0388    0.2477    0.0266 -999.0000    0.1000
   -1.5346    0.1173    0.2707    0.1003   10.0726    0.1000
   -2.5973    0.1180    0.4792    0.1050 -999.0000    0.1000
   -1.0802    0.0657    0.1634    0.0633 -999.0000    0.1000
   -1.3093    0.0832    0.2863    0.0681    9.9115    0.1000
   -0.5647    0.0996    0.2253    0.0667    9.8235    0.1000
   -0.7058    0.0521    0.1623    0.0281 -999.0000    0.1000
   -0.3683    0.0545    0.3656    0.0471    9.9527    0.1000
   -0.4548    0.0393    0.0852    0.0371 -999.0000    0.1000
   -1.2752    0.0699    0.1733    0.0605   10.1019    0.1000
   -1.3482    0.0462    0.3547    0.0529 -999.0000    0.1000
   -1.4513    0.1066    0.4457    0.0877 -999.0000    0.1000
   -1.0837    0.0603    0.3147    0.0723   10.0304    0.1000
   -0.9479    0.0208    0.0621    0.0210 -999.0000    0.1000
   -0.7870    0.0841    0.2965    0.0767    9.8736    0.1000
   -1.7411    0.0763    0.3178    0.0831 -999.0000    0.1000
   -0.7078    0.0586    0.1929    0.0371 -999.0000    0.1000
   -1.6173    0.0684    0.3511    0.0520   10.1277    0.1000
   -1.3026    0.0570    0.2098    0.0426 -999.0000    0.1000
   -0.3327    0.0500    0.3204    0.0508    9.9106    0.1000
   -1.0152    0.0511    0.2150    0.0562   10.0367    0.1000
   -0.3562    0.0244    0.3773    0.0195 -999.0000    0.1000
   -1.8560    0.0720    0.2271    0.1019 -999.0000    0.1000
   -1.7705    0.1168    0.3009    0.1082   10.0171    0.1000
   -1.1988    0.0494    0.2002    0.0486 -999.0000    0.1000
   -0.5580    0.0435    0.4096    0.0341    9.9117    0.1000
   -1.4801    0.0715    0.4915    0.0668   10.1126    0.1000
   -1.0289    0.0567    0.1710    0.0700   10.0915    0.1000
   -1.5192    0.1147    0.1944    0.1229   10.0728    0.1000
   -1.8051    0.0977    0.2023    0.0985   10.1064    0.1000
   -1.7329    0.0692    0.2375    0.0762 -999.0000    0.1000
   -0.4063    0.0444   -0.0866    0.0472 -999.0000    0.1000
   -1.2806    0.0803    0.3207    0.0745    9.9242    0.1000
   -0.9018    0.0662    0.2116    0.0684   10.0494    0.1000
   -2.0645    0.0886    0.2018    0.1292 -999.0000    0.1000
   -2.1069    0.0894    0.5121    0.0650   10.0500    0.1000
   -0.9441    0.0646    0.1578    0.0552   10.0498    0.1000
   -1.6463    0.1011    0.4711    0.0762   10.0232    0.1000
   -1.0006    0.1002    0.0280    0.0815   10.0662    0.1000
   -0.7866    0.0540    0.1221    0.0444 -999.0000    0.1000
   -0.9275    0.0833    0.1302    0.0465   10.0129    0.1000
   -1.0480    0.0583    0.2294    0.0579 -999.0000    0.1000
   -0.7070    0.0497   -0.0088    0.0647 -999.0000    0.1000
   -0.6947    0.0504    0.1587    0.0391 -999.0000    0.1000
   -1.4834    0.0740    0.1732    0.0751 -999.0000    0.1000
   -0.9607    0.0419    0.2302    0.0445 -999.0000    0.1000
   -1.5759    0.0610    0.2003    0.0609 -999.0000    0.1000
   -1.8542    0.0496    0.4068    0.0781 -999.0000    0.1000
   -1.1200    0.0735    0.1699    0.0852 -999.0000    0.1000
   -1.2155    0.0578    0.2590    0.0527 -999.0000    0.1000
   -1.0789    0.0668    0.0986    0.0616 -999.0000    0.1000
   -1.4490    0.0692    0.2096    0.0708 -999.0000    0.1000
   -1.2287    0.0805    0.1642    0.0884   10.0199    0.1000
   -0.7863    0.0366    0.1823    0.0293 -999.0000    0.1000
   -0.4892    0.0334    0.0277    0.0351 -999.0000    0.1000
   -1.2649    0.0496    0.0516    0.0495 -999.0000    0.1000
   -0.8563    0.0908    0.2596    0.0558    9.9005    0.1000
   -0.7168    0.0911    0.0420    0.0755    9.9185    0.1000
   -1.0932    0.0545    0.1667    0.0589 -999.0000    0.1000
   -1.2502    0.0339    0.2871    0.0362 -999.0000    0.1000
   -1.5457    0.0748    0.4451    0.0561 -999.0000    0.1000
   -1.0214    0.0381    0.1867    0.0308 -999.0000    0.1000
   -0.7427    0.0488    0.0210    0.0503 -999.0000    0.1000
   -1.3559    0.0560    0.2888    0.0606 -999.0000    0.1000
   -1.4898    0.0932    0.4899    0.0744    9.9579    0.1000
   -0.1403    0.0456    0.1558    0.0428    9.9283    0.1000
   -0.7827    0.0505    0.1789    0.0503 -999.0000    0.1000
   -1.9609    0.0487    0.2687    0.0442 -999.0000    0.1000
   -0.7529    0.0290    0.1306    0.0307 -999.0000    0.1000
   -1.1138    0.0542    0.2420    0.0641 -999.0000    0.1000
   -0.7328    0.0352    0.1716    0.0226 -999.0000    0.1000
   -0.5373    0.0338    0.3834    0.0293 -999.0000    0.1000
   -0.8543    0.0525    0.1709    0.0559 -999.0000    0.1000
   -0.8931    0.0322    0.2151    0.0256   10.0210    0.1000
   -0.7446    0.0553    0.1191    0.0423 -999.0000    0.1000
   -1.4660    0.0569    0.2973    0.0427   10.1071    0.1000
   -0.8870    0.0495    0.1847    0.0562 -999.0000    0.1000
   -0.3254    0.0395    0.0997    0.0379    9.9956    0.1000
   -1.0498    0.0552    0.1781    0.0467 -999.0000    0.1000
   -0.6389    0.0452    0.3183    0.0404    9.9787    0.1000
   -0.7888    0.0485    0.0402    0.0542 -999.0000    0.1000
   -1.0633    0.0770    0.1551    0.0727   10.0914    0.1000
   -1.1391    0.0567    0.1656    0.0437 -999.0000    0.1000
   -1.3822    0.0722    0.2234    0.0746   10.1115    0.1000
   -1.2676    0.0752    0.2066    0.0717    9.9803    0.1000
   -1.7432    0.0830    0.4172    0.0855 -999.0000    0.1000
   -1.1850    0.0541    0.1700    0.0444 -999.0000    0.1000
   -0.7273    0.0379    0.1213    0.0361   10.0483    0.1000
   -0.9691    0.0481    0.1287    0.0364 -999.0000    0.1000
   -0.8066    0.0316    0.0749    0.0276 -999.0000    0.1000
   -1.8654    0.0614    0.3853    0.0898   10.1081    0.1000
   -0.7417    0.0437    0.1780    0.0451 -999.0000    0.1000
   -1.0644    0.0355    0.4000    0.0238 -999.0000    0.1000
   -2.1929    0.0738    0.4032    0.0928 -999.0000    0.1000
   -1.4335    0.0547    0.2699    0.0492 -999.0000    0.1000
   -0.9513    0.0614    0.3200    0.0762 -999.0000    0.1000
   -1.0726    0.0414    0.1384    0.0427   10.0859    0.1000
   -1.0583    0.0605    0.3352    0.0687 -999.0000    0.1000
   -0.9685    0.0444    0.2238    0.0434 -999.0000    0.1000
   -1.3648    0.0741    0.3965    0.0504   10.0518    0.1000
   -1.0722    0.0772    0.2721    0.0783    9.9893    0.1000
   -0.9961    0.0554    0.1098    0.0597 -999.0000    0.1000
   -1.1441    0.0600    0.2623    0.0569    9.9301    0.1000
   -1.0356    0.0461    0.1785    0.0495 -999.0000    0.1000
   -1.0397    0.0933    0.1709    0.0868    9.9807    0.1000
   -0.9026    0.0289    0.1841    0.0205 -999.0000    0.1000
   -1.1435    0.0532    0.3963    0.0616   10.0334    0.1000
   -1.0316    0.0476    0.3577    0.0526 -999.0000    0.1000
   -1.0626    0.0535    0.0795    0.0678 -999.0000    0.1000
   -1.4466    0.0825    0.4276    0.0660   10.1037    0.1000
   -1.0975    0.0238    0.2793    0.0269 -999.0000    0.1000
   -1.3328    0.0658    0.2559    0.0606    9.9749    0.1000
   -1.1017    0.0573    0.2876    0.0521    9.9927    0.1000
   -0.6078    0.0534    0.3282    0.0574   10.0304    0.1000
   -1.4290    0.0518    0.2143    0.0382 -999.0000    0.1000
   -0.9909    0.0558    0.3190    0.0503 -999.0000    0.1000
   -1.6312    0.0461    0.1962    0.0549 -999.0000    0.1000
   -0.9279    0.0578    0.1571    0.0401    9.9622    0.1000
   -0.5606    0.0502   -0.0035    0.0520    9.9736    0.1000
   -1.0058    0.0660    0.2119    0.0825   10.0249    0.1000
   -0.8892    0.0535    0.4743    0.0528   10.1001    0.1000
   -1.2294    0.0825    0.2095    0.0751   10.0936    0.1000
   -0.5149    0.0464    0.3215    0.0428    9.9390    0.1000
   -2.4746    0.1191    0.4301    0.0864   10.1196    0.1000
   -0.8620    0.0682    0.1421    0.0417    9.9594    0.1000
   -0.8792    0.0505    0.3232    0.0521 -999.0000    0.1000
   -1.1416    0.0495    0.2324    0.0546 -999.0000    0.1000
   -1.4428    0.0752    0.0344    0.0885 -999.0000    0.1000
   -2.2198    0.0624    0.4340    0.0769 -999.0000    0.1000
   -1.2366    0.0394    0.1533    0.0390 -999.0000    0.1000
   -1.0870    0.0472    0.2564    0.0538 -999.0000    0.1000
   -1.0753    0.0491    0.2754    0.0588 -999.0000    0.1000
   -1.0170    0.0576    0.2462    0.0626 -999.0000    0.1000
   -1.1702    0.0412    0.1210    0.0334 -999.0000    0.1000
   -1.3975    0.0608    0.2590    0.0518 -999.0000    0.1000
   -1.2216    0.0503    0.2947    0.0419   10.1032    0.1000
   -0.6453    0.0353    0.0055    0.0343   10.0787    0.1000
   -2.2462    0.0709    0.4631    0.0767 -999.0000    0.1000
   -0.7706    0.0532    0.2312    0.0636   10.0371    0.1000
   -1.3253    0.0432    0.2294    0.0507 -999.0000    0.1000
   -1.6538    0.0417    0.3343    0.0589 -999.0000    0.1000
   -1.3340    0.0526    0.1270    0.0692 -999.0000    0.1000
   -1.3257    0.0703    0.2045    0.0694 -999.0000    0.1000
   -1.2772    0.0634    0.1542    0.0742 -999.0000    0.1000
   -1.1401    0.0828    0.2003    0.0785   10.0187    0.1000
   -1.0290    0.0717    0.3487    0.0610    9.9456    0.1000
   -1.0873    0.0751    0.2535    0.0614   10.0141    0.1000
   -0.9107    0.0344    0.1832    0.0306 -999.0000    0.1000
   -1.6377    0.0626    0.3565    0.0756 -999.0000    0.1000
   -1.1875    0.0702    0.2778    0.0844   10.1105    0.1000
   -0.7455    0.0587    0.0971    0.0660   10.0222    0.1000
   -0.9933    0.0441    0.2336    0.0336 -999.0000    0.1000
   -0.4787    0.0301    0.3794    0.0257 -999.0000    0.1000
   -1.6014    0.0510    0.2452    0.0451 -999.0000    0.1000
   -1.2887    0.0457    0.1750    0.0599 -999.0000    0.1000
   -0.4277    0.0539    0.0914    0.0541    9.8931    0.1000
   -1.5216    0.0678    0.2928    0.0764   10.1177    0.1000
   -1.1849    0.0880    0.3111    0.0805    9.9615    0.1000
   -1.3675    0.0359    0.2819    0.0434 -999.0000    0.1000
   -1.0077    0.0913    0.1432    0.0715   10.0941    0.1000
   -0.5959    0.0680    0.0959    0.0690    9.9916    0.1000
   -1.1073    0.0491    0.2503    0.0404    9.9566    0.1000
   -1.3319    0.0709    0.5333    0.0446 -999.0000    0.1000
   -1.2113    0.0405    0.1951    0.0415 -999.0000    0.1000
   -2.1234    0.0846    0.4480    0.0812 -999.0000    0.1000
   -1.2180    0.0667    0.2336    0.0546    9.9886    0.1000
   -0.8065    0.0551    0.1434    0.0358    9.9935    0.1000
   -1.2784    0.0913    0.3250    0.0795   10.0918    0.1000
   -1.1804    0.0576    0.2296    0.0700 -999.0000    0.1000
   -0.7559    0.0442    0.1888    0.0326 -999.0000    0.1000
   -1.3818    0.1117    0.3424    0.0819   10.0876    0.1000
   -0.8413    0.0429    0.2485    0.0316 -999.0000    0.1000
   -1.9179    0.0876    0.4860    0.0741   10.0940    0.1000
   -0.9120    0.0732    0.0934    0.0784   10.0335    0.1000
   -0.6639    0.0448    0.1236    0.0442   10.0778    0.1000
   -1.2102    0.0559    0.0932    0.0717 -999.0000    0.1000
   -1.4887    0.0673    0.3514    0.0742 -999.0000    0.1000
   -0.5623    0.0751    0.2721    0.0603    9.8494    0.1000
   -0.6837    0.0377    0.1514    0.0367 -999.0000    0.1000
   -1.1714    0.0501    0.1650    0.0559 -999.0000    0.1000
   -0.8769    0.0606    0.1151    0.0759   10.0616    0.1000
   -1.1150    0.0431    0.1767    0.0450   10.0592    0.1000
